Driver,Team,LapNumber,LapTime,Compound,Stint,TrackStatus,IsAccurate,LapTimeSeconds,Year,Track,Session,AirTempC,TrackTempC,Rainfall,TyreAgeLaps,SessionProgress,LapTimeFormatted
ALB,Williams,23.0,0 days 00:01:25.132000,HARD,2.0,1,True,85.132,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,4,Mid,1:25.132
ALB,Williams,24.0,0 days 00:01:25.196000,HARD,2.0,1,True,85.196,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,5,Mid,1:25.196
ALB,Williams,25.0,0 days 00:01:24.707000,HARD,2.0,1,True,84.707,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,6,Mid,1:24.707
ALB,Williams,26.0,0 days 00:01:25.065000,HARD,2.0,1,True,85.065,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,7,Mid,1:25.065
ALB,Williams,27.0,0 days 00:01:24.949000,HARD,2.0,1,True,84.949,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,8,Mid,1:24.949
ALB,Williams,28.0,0 days 00:01:24.793000,HARD,2.0,1,True,84.793,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,9,Mid,1:24.793
ALB,Williams,29.0,0 days 00:01:24.871000,HARD,2.0,1,True,84.871,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,10,Mid,1:24.871
ALB,Williams,30.0,0 days 00:01:24.754000,HARD,2.0,1,True,84.754,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,11,Mid,1:24.754
ALB,Williams,31.0,0 days 00:01:25.229000,HARD,2.0,1,True,85.229,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,12,Mid,1:25.229
ALB,Williams,32.0,0 days 00:01:24.412000,HARD,2.0,1,True,84.412,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,13,Mid,1:24.412
ALB,Williams,33.0,0 days 00:01:26.282000,HARD,2.0,1,True,86.282,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,14,Mid,1:26.282
ALB,Williams,34.0,0 days 00:01:25.570000,HARD,2.0,1,True,85.57,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,15,Mid,1:25.570
ALB,Williams,35.0,0 days 00:01:24.994000,HARD,2.0,1,True,84.994,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,16,Mid,1:24.994
ALB,Williams,36.0,0 days 00:01:24.748000,HARD,2.0,1,True,84.748,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,17,Late,1:24.748
ALB,Williams,37.0,0 days 00:01:25.882000,HARD,2.0,1,True,85.882,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,18,Late,1:25.882
ALB,Williams,38.0,0 days 00:01:25.214000,HARD,2.0,1,True,85.214,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,19,Late,1:25.214
ALB,Williams,39.0,0 days 00:01:24.971000,HARD,2.0,1,True,84.971,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,20,Late,1:24.971
ALB,Williams,40.0,0 days 00:01:24.552000,HARD,2.0,1,True,84.552,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,21,Late,1:24.552
ALB,Williams,41.0,0 days 00:01:24.372000,HARD,2.0,1,True,84.372,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,22,Late,1:24.372
ALB,Williams,42.0,0 days 00:01:24.874000,HARD,2.0,1,True,84.874,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,23,Late,1:24.874
ALB,Williams,43.0,0 days 00:01:24.669000,HARD,2.0,1,True,84.669,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,24,Late,1:24.669
ALB,Williams,44.0,0 days 00:01:24.678000,HARD,2.0,1,True,84.678,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,25,Late,1:24.678
ALB,Williams,45.0,0 days 00:01:24.569000,HARD,2.0,1,True,84.569,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,26,Late,1:24.569
ALB,Williams,46.0,0 days 00:01:24.554000,HARD,2.0,1,True,84.554,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,27,Late,1:24.554
ALB,Williams,47.0,0 days 00:01:24.383000,HARD,2.0,1,True,84.383,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,28,Late,1:24.383
ALB,Williams,48.0,0 days 00:01:24.149000,HARD,2.0,1,True,84.149,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,29,Late,1:24.149
ALB,Williams,49.0,0 days 00:01:24.262000,HARD,2.0,1,True,84.262,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,30,Late,1:24.262
ALB,Williams,50.0,0 days 00:01:23.956000,HARD,2.0,1,True,83.956,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,31,Late,1:23.956
ALB,Williams,51.0,0 days 00:01:23.921000,HARD,2.0,1,True,83.921,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,32,Late,1:23.921
ALB,Williams,52.0,0 days 00:01:23.955000,HARD,2.0,1,True,83.955,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,33,Late,1:23.955
ALB,Williams,53.0,0 days 00:01:23.918000,HARD,2.0,1,True,83.918,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,34,Late,1:23.918
ALO,Aston Martin,2.0,0 days 00:01:27.236000,MEDIUM,1.0,1,True,87.236,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,0,Early,1:27.236
ALO,Aston Martin,3.0,0 days 00:01:26.410000,MEDIUM,1.0,1,True,86.41,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,1,Early,1:26.410
