Driver,Team,LapNumber,LapTime,Compound,Stint,TrackStatus,IsAccurate,Year,Track,Session,LapTimeSeconds
NOR,McLaren,2.0,0 days 00:01:19.911000,SOFT,1.0,1,True,2024,Monza,Q,79.911
NOR,McLaren,5.0,0 days 00:01:19.727000,SOFT,2.0,1,True,2024,Monza,Q,79.727
NOR,McLaren,8.0,0 days 00:01:19.401000,SOFT,3.0,1,True,2024,Monza,Q,79.401
NOR,McLaren,11.0,0 days 00:01:19.327000,SOFT,4.0,1,True,2024,Monza,Q,79.327
PIA,McLaren,2.0,0 days 00:01:50.311000,SOFT,1.0,1,True,2024,Monza,Q,110.311
PIA,McLaren,3.0,0 days 00:01:20.488000,SOFT,1.0,1,True,2024,Monza,Q,80.488
PIA,McLaren,6.0,0 days 00:01:20.076000,SOFT,2.0,12,True,2024,Monza,Q,80.076
PIA,McLaren,9.0,0 days 00:01:19.808000,SOFT,3.0,1,True,2024,Monza,Q,79.808
PIA,McLaren,12.0,0 days 00:01:19.845000,SOFT,4.0,1,True,2024,Monza,Q,79.845
PIA,McLaren,15.0,0 days 00:01:19.436000,SOFT,5.0,1,True,2024,Monza,Q,79.436
PIA,McLaren,18.0,0 days 00:01:19.661000,SOFT,6.0,1,True,2024,Monza,Q,79.661
RUS,Mercedes,2.0,0 days 00:01:20.320000,SOFT,1.0,1,True,2024,Monza,Q,80.32
RUS,Mercedes,5.0,0 days 00:01:20.169000,SOFT,2.0,12,True,2024,Monza,Q,80.169
RUS,Mercedes,8.0,0 days 00:01:19.877000,SOFT,3.0,1,True,2024,Monza,Q,79.877
RUS,Mercedes,11.0,0 days 00:01:20.107000,SOFT,4.0,1,True,2024,Monza,Q,80.107
RUS,Mercedes,14.0,0 days 00:01:19.569000,SOFT,5.0,1,True,2024,Monza,Q,79.569
RUS,Mercedes,17.0,0 days 00:01:19.440000,SOFT,6.0,1,True,2024,Monza,Q,79.44
LEC,Ferrari,2.0,0 days 00:01:20.074000,SOFT,1.0,1,True,2024,Monza,Q,80.074
LEC,Ferrari,5.0,0 days 00:01:20.278000,SOFT,2.0,1,True,2024,Monza,Q,80.278
LEC,Ferrari,8.0,0 days 00:01:20.296000,SOFT,3.0,1,True,2024,Monza,Q,80.296
LEC,Ferrari,11.0,0 days 00:01:20.007000,SOFT,4.0,1,True,2024,Monza,Q,80.007
LEC,Ferrari,14.0,0 days 00:01:20.076000,SOFT,5.0,1,True,2024,Monza,Q,80.076
LEC,Ferrari,17.0,0 days 00:01:19.704000,SOFT,6.0,1,True,2024,Monza,Q,79.704
LEC,Ferrari,20.0,0 days 00:01:19.461000,SOFT,7.0,1,True,2024,Monza,Q,79.461
SAI,Ferrari,2.0,0 days 00:01:23.504000,SOFT,1.0,1,True,2024,Monza,Q,83.504
SAI,Ferrari,5.0,0 days 00:01:20.149000,SOFT,2.0,1,True,2024,Monza,Q,80.149
SAI,Ferrari,8.0,0 days 00:01:20.328000,SOFT,3.0,1,True,2024,Monza,Q,80.328
SAI,Ferrari,11.0,0 days 00:01:19.799000,SOFT,4.0,1,True,2024,Monza,Q,79.799
SAI,Ferrari,14.0,0 days 00:01:19.701000,SOFT,5.0,1,True,2024,Monza,Q,79.701
SAI,Ferrari,17.0,0 days 00:01:19.467000,SOFT,6.0,1,True,2024,Monza,Q,79.467
HAM,Mercedes,2.0,0 days 00:01:20.477000,SOFT,1.0,1,True,2024,Monza,Q,80.477
HAM,Mercedes,5.0,0 days 00:01:20.542000,SOFT,2.0,12,True,2024,Monza,Q,80.542
HAM,Mercedes,8.0,0 days 00:01:19.641000,SOFT,3.0,1,True,2024,Monza,Q,79.641
HAM,Mercedes,11.0,0 days 00:01:19.989000,SOFT,4.0,1,True,2024,Monza,Q,79.989
HAM,Mercedes,14.0,0 days 00:01:19.601000,SOFT,5.0,1,True,2024,Monza,Q,79.601
HAM,Mercedes,17.0,0 days 00:01:19.513000,SOFT,6.0,1,True,2024,Monza,Q,79.513
VER,Red Bull Racing,2.0,0 days 00:01:20.226000,SOFT,1.0,1,True,2024,Monza,Q,80.226
VER,Red Bull Racing,5.0,0 days 00:01:22.812000,SOFT,2.0,12,True,2024,Monza,Q,82.812
VER,Red Bull Racing,8.0,0 days 00:01:19.874000,SOFT,3.0,1,True,2024,Monza,Q,79.874
VER,Red Bull Racing,11.0,0 days 00:01:19.662000,SOFT,4.0,1,True,2024,Monza,Q,79.662
VER,Red Bull Racing,14.0,0 days 00:01:20.072000,SOFT,5.0,1,True,2024,Monza,Q,80.072
VER,Red Bull Racing,17.0,0 days 00:01:20.022000,SOFT,6.0,1,True,2024,Monza,Q,80.022
PER,Red Bull Racing,2.0,0 days 00:01:21.110000,SOFT,1.0,1,True,2024,Monza,Q,81.11
PER,Red Bull Racing,5.0,0 days 00:01:20.598000,SOFT,2.0,1,True,2024,Monza,Q,80.598
PER,Red Bull Racing,8.0,0 days 00:01:20.402000,SOFT,3.0,1,True,2024,Monza,Q,80.402
PER,Red Bull Racing,11.0,0 days 00:01:20.216000,SOFT,4.0,1,True,2024,Monza,Q,80.216
PER,Red Bull Racing,14.0,0 days 00:01:20.062000,SOFT,5.0,1,True,2024,Monza,Q,80.062
ALB,Williams,2.0,0 days 00:01:20.820000,SOFT,1.0,1,True,2024,Monza,Q,80.82
ALB,Williams,5.0,0 days 00:01:20.542000,SOFT,2.0,1,True,2024,Monza,Q,80.542
ALB,Williams,8.0,0 days 00:01:20.460000,SOFT,3.0,1,True,2024,Monza,Q,80.46
ALB,Williams,11.0,0 days 00:01:20.314000,SOFT,4.0,1,True,2024,Monza,Q,80.314
ALB,Williams,14.0,0 days 00:01:20.870000,SOFT,5.0,1,True,2024,Monza,Q,80.87
ALB,Williams,17.0,0 days 00:01:20.299000,SOFT,6.0,1,True,2024,Monza,Q,80.299
HUL,Haas F1 Team,2.0,0 days 00:01:20.781000,SOFT,1.0,1,True,2024,Monza,Q,80.781
HUL,Haas F1 Team,5.0,0 days 00:01:21.278000,SOFT,2.0,12,True,2024,Monza,Q,81.278
HUL,Haas F1 Team,8.0,0 days 00:01:20.434000,SOFT,3.0,1,True,2024,Monza,Q,80.434
HUL,Haas F1 Team,11.0,0 days 00:01:20.411000,SOFT,4.0,1,True,2024,Monza,Q,80.411
HUL,Haas F1 Team,14.0,0 days 00:01:20.482000,SOFT,5.0,1,True,2024,Monza,Q,80.482
HUL,Haas F1 Team,17.0,0 days 00:01:20.339000,SOFT,6.0,1,True,2024,Monza,Q,80.339
ALO,Aston Martin,2.0,0 days 00:01:20.617000,SOFT,1.0,1,True,2024,Monza,Q,80.617
ALO,Aston Martin,7.0,0 days 00:01:20.570000,SOFT,3.0,1,True,2024,Monza,Q,80.57
ALO,Aston Martin,10.0,0 days 00:01:20.421000,SOFT,4.0,1,True,2024,Monza,Q,80.421
RIC,RB,2.0,0 days 00:01:21.059000,SOFT,1.0,1,True,2024,Monza,Q,81.059
RIC,RB,5.0,0 days 00:01:20.901000,SOFT,2.0,12,True,2024,Monza,Q,80.901
RIC,RB,8.0,0 days 00:01:21.273000,SOFT,3.0,1,True,2024,Monza,Q,81.273
RIC,RB,11.0,0 days 00:01:20.479000,SOFT,4.0,1,True,2024,Monza,Q,80.479
MAG,Haas F1 Team,2.0,0 days 00:01:20.856000,SOFT,1.0,1,True,2024,Monza,Q,80.856
MAG,Haas F1 Team,7.0,0 days 00:01:20.698000,SOFT,3.0,1,True,2024,Monza,Q,80.698
MAG,Haas F1 Team,10.0,0 days 00:01:20.933000,SOFT,4.0,1,True,2024,Monza,Q,80.933
GAS,Alpine,2.0,0 days 00:01:21.908000,SOFT,1.0,1,True,2024,Monza,Q,81.908
GAS,Alpine,5.0,0 days 00:01:20.748000,SOFT,2.0,1,True,2024,Monza,Q,80.748
GAS,Alpine,10.0,0 days 00:01:38.961000,SOFT,4.0,1,True,2024,Monza,Q,98.961
GAS,Alpine,11.0,0 days 00:01:20.738000,SOFT,4.0,1,True,2024,Monza,Q,80.738
GAS,Alpine,14.0,0 days 00:01:48.428000,SOFT,5.0,1,True,2024,Monza,Q,108.428
GAS,Alpine,15.0,0 days 00:01:21.009000,SOFT,5.0,1,True,2024,Monza,Q,81.009
OCO,Alpine,2.0,0 days 00:01:21.346000,SOFT,1.0,1,True,2024,Monza,Q,81.346
OCO,Alpine,5.0,0 days 00:01:20.764000,SOFT,2.0,1,True,2024,Monza,Q,80.764
OCO,Alpine,10.0,0 days 00:01:36.883000,SOFT,4.0,1,True,2024,Monza,Q,96.883
OCO,Alpine,11.0,0 days 00:01:20.884000,SOFT,4.0,1,True,2024,Monza,Q,80.884
OCO,Alpine,14.0,0 days 00:01:47.819000,SOFT,5.0,1,True,2024,Monza,Q,107.819
OCO,Alpine,15.0,0 days 00:01:20.766000,SOFT,5.0,1,True,2024,Monza,Q,80.766
TSU,RB,2.0,0 days 00:01:21.068000,SOFT,1.0,1,True,2024,Monza,Q,81.068
TSU,RB,5.0,0 days 00:01:20.945000,SOFT,2.0,12,True,2024,Monza,Q,80.945
STR,Aston Martin,2.0,0 days 00:01:21.013000,SOFT,1.0,1,True,2024,Monza,Q,81.013
STR,Aston Martin,5.0,0 days 00:01:21.193000,SOFT,2.0,12,True,2024,Monza,Q,81.193
COL,Williams,2.0,0 days 00:01:21.061000,SOFT,1.0,1,True,2024,Monza,Q,81.061
COL,Williams,5.0,0 days 00:01:22.531000,SOFT,2.0,1,True,2024,Monza,Q,82.531
BOT,Kick Sauber,2.0,0 days 00:01:21.101000,SOFT,1.0,1,True,2024,Monza,Q,81.101
BOT,Kick Sauber,5.0,0 days 00:01:23.467000,SOFT,2.0,12,True,2024,Monza,Q,83.467
ZHO,Kick Sauber,2.0,0 days 00:01:21.968000,SOFT,1.0,1,True,2024,Monza,Q,81.968
ZHO,Kick Sauber,5.0,0 days 00:01:21.514000,SOFT,2.0,1,True,2024,Monza,Q,81.514
ZHO,Kick Sauber,8.0,0 days 00:01:21.445000,SOFT,3.0,12,True,2024,Monza,Q,81.445
LEC,Ferrari,2.0,0 days 00:01:25.396000,MEDIUM,1.0,1,True,2024,Monza,R,85.396
LEC,Ferrari,3.0,0 days 00:01:25.179000,MEDIUM,1.0,1,True,2024,Monza,R,85.179
LEC,Ferrari,4.0,0 days 00:01:24.810000,MEDIUM,1.0,1,True,2024,Monza,R,84.81
LEC,Ferrari,5.0,0 days 00:01:24.603000,MEDIUM,1.0,1,True,2024,Monza,R,84.603
LEC,Ferrari,6.0,0 days 00:01:24.663000,MEDIUM,1.0,1,True,2024,Monza,R,84.663
LEC,Ferrari,7.0,0 days 00:01:24.434000,MEDIUM,1.0,1,True,2024,Monza,R,84.434
LEC,Ferrari,8.0,0 days 00:01:24.569000,MEDIUM,1.0,1,True,2024,Monza,R,84.569
LEC,Ferrari,9.0,0 days 00:01:24.362000,MEDIUM,1.0,1,True,2024,Monza,R,84.362
LEC,Ferrari,10.0,0 days 00:01:24.432000,MEDIUM,1.0,1,True,2024,Monza,R,84.432
LEC,Ferrari,11.0,0 days 00:01:24.846000,MEDIUM,1.0,1,True,2024,Monza,R,84.846
LEC,Ferrari,12.0,0 days 00:01:24.916000,MEDIUM,1.0,1,True,2024,Monza,R,84.916
LEC,Ferrari,13.0,0 days 00:01:25.529000,MEDIUM,1.0,1,True,2024,Monza,R,85.529
LEC,Ferrari,14.0,0 days 00:01:25.606000,MEDIUM,1.0,1,True,2024,Monza,R,85.606
LEC,Ferrari,17.0,0 days 00:01:24.270000,HARD,2.0,1,True,2024,Monza,R,84.27
LEC,Ferrari,18.0,0 days 00:01:23.875000,HARD,2.0,1,True,2024,Monza,R,83.875
LEC,Ferrari,19.0,0 days 00:01:24.203000,HARD,2.0,1,True,2024,Monza,R,84.203
LEC,Ferrari,20.0,0 days 00:01:23.826000,HARD,2.0,1,True,2024,Monza,R,83.826
LEC,Ferrari,21.0,0 days 00:01:23.880000,HARD,2.0,1,True,2024,Monza,R,83.88
LEC,Ferrari,22.0,0 days 00:01:23.768000,HARD,2.0,1,True,2024,Monza,R,83.768
LEC,Ferrari,23.0,0 days 00:01:23.864000,HARD,2.0,1,True,2024,Monza,R,83.864
LEC,Ferrari,24.0,0 days 00:01:23.640000,HARD,2.0,1,True,2024,Monza,R,83.64
LEC,Ferrari,25.0,0 days 00:01:23.590000,HARD,2.0,1,True,2024,Monza,R,83.59
LEC,Ferrari,26.0,0 days 00:01:23.321000,HARD,2.0,1,True,2024,Monza,R,83.321
LEC,Ferrari,27.0,0 days 00:01:23.534000,HARD,2.0,1,True,2024,Monza,R,83.534
LEC,Ferrari,28.0,0 days 00:01:23.284000,HARD,2.0,1,True,2024,Monza,R,83.284
LEC,Ferrari,29.0,0 days 00:01:23.229000,HARD,2.0,1,True,2024,Monza,R,83.229
LEC,Ferrari,30.0,0 days 00:01:23.359000,HARD,2.0,1,True,2024,Monza,R,83.359
LEC,Ferrari,31.0,0 days 00:01:23.972000,HARD,2.0,1,True,2024,Monza,R,83.972
LEC,Ferrari,32.0,0 days 00:01:23.274000,HARD,2.0,1,True,2024,Monza,R,83.274
LEC,Ferrari,33.0,0 days 00:01:23.226000,HARD,2.0,1,True,2024,Monza,R,83.226
LEC,Ferrari,34.0,0 days 00:01:23.430000,HARD,2.0,1,True,2024,Monza,R,83.43
LEC,Ferrari,35.0,0 days 00:01:23.681000,HARD,2.0,1,True,2024,Monza,R,83.681
LEC,Ferrari,36.0,0 days 00:01:23.714000,HARD,2.0,1,True,2024,Monza,R,83.714
LEC,Ferrari,37.0,0 days 00:01:23.550000,HARD,2.0,1,True,2024,Monza,R,83.55
LEC,Ferrari,38.0,0 days 00:01:23.624000,HARD,2.0,1,True,2024,Monza,R,83.624
LEC,Ferrari,39.0,0 days 00:01:23.718000,HARD,2.0,1,True,2024,Monza,R,83.718
LEC,Ferrari,40.0,0 days 00:01:23.690000,HARD,2.0,1,True,2024,Monza,R,83.69
LEC,Ferrari,41.0,0 days 00:01:23.611000,HARD,2.0,1,True,2024,Monza,R,83.611
LEC,Ferrari,42.0,0 days 00:01:23.670000,HARD,2.0,1,True,2024,Monza,R,83.67
LEC,Ferrari,43.0,0 days 00:01:23.867000,HARD,2.0,1,True,2024,Monza,R,83.867
LEC,Ferrari,44.0,0 days 00:01:23.430000,HARD,2.0,1,True,2024,Monza,R,83.43
LEC,Ferrari,45.0,0 days 00:01:23.731000,HARD,2.0,1,True,2024,Monza,R,83.731
LEC,Ferrari,46.0,0 days 00:01:23.597000,HARD,2.0,1,True,2024,Monza,R,83.597
LEC,Ferrari,47.0,0 days 00:01:23.676000,HARD,2.0,1,True,2024,Monza,R,83.676
LEC,Ferrari,48.0,0 days 00:01:23.518000,HARD,2.0,1,True,2024,Monza,R,83.518
LEC,Ferrari,49.0,0 days 00:01:23.467000,HARD,2.0,1,True,2024,Monza,R,83.467
LEC,Ferrari,50.0,0 days 00:01:23.461000,HARD,2.0,1,True,2024,Monza,R,83.461
LEC,Ferrari,51.0,0 days 00:01:23.555000,HARD,2.0,1,True,2024,Monza,R,83.555
LEC,Ferrari,52.0,0 days 00:01:23.750000,HARD,2.0,1,True,2024,Monza,R,83.75
LEC,Ferrari,53.0,0 days 00:01:23.268000,HARD,2.0,1,True,2024,Monza,R,83.268
PIA,McLaren,2.0,0 days 00:01:25.116000,MEDIUM,1.0,1,True,2024,Monza,R,85.116
PIA,McLaren,3.0,0 days 00:01:25.261000,MEDIUM,1.0,1,True,2024,Monza,R,85.261
PIA,McLaren,4.0,0 days 00:01:24.695000,MEDIUM,1.0,1,True,2024,Monza,R,84.695
PIA,McLaren,5.0,0 days 00:01:24.660000,MEDIUM,1.0,1,True,2024,Monza,R,84.66
PIA,McLaren,6.0,0 days 00:01:24.603000,MEDIUM,1.0,1,True,2024,Monza,R,84.603
PIA,McLaren,7.0,0 days 00:01:24.418000,MEDIUM,1.0,1,True,2024,Monza,R,84.418
PIA,McLaren,8.0,0 days 00:01:24.570000,MEDIUM,1.0,1,True,2024,Monza,R,84.57
PIA,McLaren,9.0,0 days 00:01:24.375000,MEDIUM,1.0,1,True,2024,Monza,R,84.375
PIA,McLaren,10.0,0 days 00:01:24.077000,MEDIUM,1.0,1,True,2024,Monza,R,84.077
PIA,McLaren,11.0,0 days 00:01:24.247000,MEDIUM,1.0,1,True,2024,Monza,R,84.247
PIA,McLaren,12.0,0 days 00:01:24.748000,MEDIUM,1.0,1,True,2024,Monza,R,84.748
PIA,McLaren,13.0,0 days 00:01:24.670000,MEDIUM,1.0,1,True,2024,Monza,R,84.67
PIA,McLaren,14.0,0 days 00:01:25.048000,MEDIUM,1.0,1,True,2024,Monza,R,85.048
PIA,McLaren,15.0,0 days 00:01:25.166000,MEDIUM,1.0,1,True,2024,Monza,R,85.166
PIA,McLaren,18.0,0 days 00:01:24.028000,HARD,2.0,1,True,2024,Monza,R,84.028
PIA,McLaren,19.0,0 days 00:01:24.602000,HARD,2.0,1,True,2024,Monza,R,84.602
PIA,McLaren,20.0,0 days 00:01:23.986000,HARD,2.0,1,True,2024,Monza,R,83.986
PIA,McLaren,21.0,0 days 00:01:23.903000,HARD,2.0,1,True,2024,Monza,R,83.903
PIA,McLaren,22.0,0 days 00:01:23.647000,HARD,2.0,1,True,2024,Monza,R,83.647
PIA,McLaren,23.0,0 days 00:01:23.660000,HARD,2.0,1,True,2024,Monza,R,83.66
PIA,McLaren,24.0,0 days 00:01:23.315000,HARD,2.0,1,True,2024,Monza,R,83.315
PIA,McLaren,25.0,0 days 00:01:23.230000,HARD,2.0,1,True,2024,Monza,R,83.23
PIA,McLaren,26.0,0 days 00:01:23.133000,HARD,2.0,1,True,2024,Monza,R,83.133
PIA,McLaren,27.0,0 days 00:01:23.088000,HARD,2.0,1,True,2024,Monza,R,83.088
PIA,McLaren,28.0,0 days 00:01:23.168000,HARD,2.0,1,True,2024,Monza,R,83.168
PIA,McLaren,29.0,0 days 00:01:23.066000,HARD,2.0,1,True,2024,Monza,R,83.066
PIA,McLaren,30.0,0 days 00:01:22.968000,HARD,2.0,1,True,2024,Monza,R,82.968
PIA,McLaren,31.0,0 days 00:01:23.221000,HARD,2.0,1,True,2024,Monza,R,83.221
PIA,McLaren,32.0,0 days 00:01:23.480000,HARD,2.0,1,True,2024,Monza,R,83.48
PIA,McLaren,33.0,0 days 00:01:23.148000,HARD,2.0,1,True,2024,Monza,R,83.148
PIA,McLaren,34.0,0 days 00:01:23.456000,HARD,2.0,1,True,2024,Monza,R,83.456
PIA,McLaren,35.0,0 days 00:01:23.409000,HARD,2.0,1,True,2024,Monza,R,83.409
PIA,McLaren,36.0,0 days 00:01:23.746000,HARD,2.0,1,True,2024,Monza,R,83.746
PIA,McLaren,37.0,0 days 00:01:23.691000,HARD,2.0,1,True,2024,Monza,R,83.691
PIA,McLaren,40.0,0 days 00:01:22.264000,HARD,3.0,1,True,2024,Monza,R,82.264
PIA,McLaren,41.0,0 days 00:01:22.066000,HARD,3.0,1,True,2024,Monza,R,82.066
PIA,McLaren,42.0,0 days 00:01:22.331000,HARD,3.0,1,True,2024,Monza,R,82.331
PIA,McLaren,43.0,0 days 00:01:22.092000,HARD,3.0,1,True,2024,Monza,R,82.092
PIA,McLaren,44.0,0 days 00:01:22.628000,HARD,3.0,1,True,2024,Monza,R,82.628
PIA,McLaren,45.0,0 days 00:01:23.675000,HARD,3.0,1,True,2024,Monza,R,83.675
PIA,McLaren,46.0,0 days 00:01:22.537000,HARD,3.0,1,True,2024,Monza,R,82.537
PIA,McLaren,47.0,0 days 00:01:22.253000,HARD,3.0,1,True,2024,Monza,R,82.253
PIA,McLaren,48.0,0 days 00:01:22.725000,HARD,3.0,1,True,2024,Monza,R,82.725
PIA,McLaren,49.0,0 days 00:01:22.945000,HARD,3.0,1,True,2024,Monza,R,82.945
PIA,McLaren,50.0,0 days 00:01:22.586000,HARD,3.0,1,True,2024,Monza,R,82.586
PIA,McLaren,51.0,0 days 00:01:22.424000,HARD,3.0,1,True,2024,Monza,R,82.424
PIA,McLaren,52.0,0 days 00:01:21.948000,HARD,3.0,1,True,2024,Monza,R,81.948
PIA,McLaren,53.0,0 days 00:01:21.943000,HARD,3.0,1,True,2024,Monza,R,81.943
NOR,McLaren,2.0,0 days 00:01:25.458000,MEDIUM,1.0,1,True,2024,Monza,R,85.458
NOR,McLaren,3.0,0 days 00:01:25.110000,MEDIUM,1.0,1,True,2024,Monza,R,85.11
NOR,McLaren,4.0,0 days 00:01:25.168000,MEDIUM,1.0,1,True,2024,Monza,R,85.168
NOR,McLaren,5.0,0 days 00:01:24.674000,MEDIUM,1.0,1,True,2024,Monza,R,84.674
NOR,McLaren,6.0,0 days 00:01:24.768000,MEDIUM,1.0,1,True,2024,Monza,R,84.768
NOR,McLaren,7.0,0 days 00:01:24.531000,MEDIUM,1.0,1,True,2024,Monza,R,84.531
NOR,McLaren,8.0,0 days 00:01:24.674000,MEDIUM,1.0,1,True,2024,Monza,R,84.674
NOR,McLaren,9.0,0 days 00:01:24.664000,MEDIUM,1.0,1,True,2024,Monza,R,84.664
NOR,McLaren,10.0,0 days 00:01:24.391000,MEDIUM,1.0,1,True,2024,Monza,R,84.391
NOR,McLaren,11.0,0 days 00:01:24.448000,MEDIUM,1.0,1,True,2024,Monza,R,84.448
NOR,McLaren,12.0,0 days 00:01:24.655000,MEDIUM,1.0,1,True,2024,Monza,R,84.655
NOR,McLaren,13.0,0 days 00:01:25.359000,MEDIUM,1.0,1,True,2024,Monza,R,85.359
NOR,McLaren,16.0,0 days 00:01:24.154000,HARD,2.0,1,True,2024,Monza,R,84.154
NOR,McLaren,17.0,0 days 00:01:25.585000,HARD,2.0,1,True,2024,Monza,R,85.585
NOR,McLaren,18.0,0 days 00:01:23.920000,HARD,2.0,1,True,2024,Monza,R,83.92
NOR,McLaren,19.0,0 days 00:01:24.152000,HARD,2.0,1,True,2024,Monza,R,84.152
NOR,McLaren,20.0,0 days 00:01:23.882000,HARD,2.0,1,True,2024,Monza,R,83.882
NOR,McLaren,21.0,0 days 00:01:23.753000,HARD,2.0,1,True,2024,Monza,R,83.753
NOR,McLaren,22.0,0 days 00:01:23.652000,HARD,2.0,1,True,2024,Monza,R,83.652
NOR,McLaren,23.0,0 days 00:01:23.581000,HARD,2.0,1,True,2024,Monza,R,83.581
NOR,McLaren,24.0,0 days 00:01:23.601000,HARD,2.0,1,True,2024,Monza,R,83.601
NOR,McLaren,25.0,0 days 00:01:23.321000,HARD,2.0,1,True,2024,Monza,R,83.321
NOR,McLaren,26.0,0 days 00:01:23.469000,HARD,2.0,1,True,2024,Monza,R,83.469
NOR,McLaren,27.0,0 days 00:01:23.267000,HARD,2.0,1,True,2024,Monza,R,83.267
NOR,McLaren,28.0,0 days 00:01:23.067000,HARD,2.0,1,True,2024,Monza,R,83.067
NOR,McLaren,29.0,0 days 00:01:23.300000,HARD,2.0,1,True,2024,Monza,R,83.3
NOR,McLaren,30.0,0 days 00:01:23.614000,HARD,2.0,1,True,2024,Monza,R,83.614
NOR,McLaren,31.0,0 days 00:01:24.940000,HARD,2.0,1,True,2024,Monza,R,84.94
NOR,McLaren,34.0,0 days 00:01:22.837000,HARD,3.0,1,True,2024,Monza,R,82.837
NOR,McLaren,35.0,0 days 00:01:23.137000,HARD,3.0,1,True,2024,Monza,R,83.137
NOR,McLaren,36.0,0 days 00:01:23.114000,HARD,3.0,1,True,2024,Monza,R,83.114
NOR,McLaren,37.0,0 days 00:01:23.178000,HARD,3.0,1,True,2024,Monza,R,83.178
NOR,McLaren,38.0,0 days 00:01:23.133000,HARD,3.0,1,True,2024,Monza,R,83.133
NOR,McLaren,39.0,0 days 00:01:23.061000,HARD,3.0,1,True,2024,Monza,R,83.061
NOR,McLaren,40.0,0 days 00:01:24.162000,HARD,3.0,1,True,2024,Monza,R,84.162
NOR,McLaren,41.0,0 days 00:01:22.234000,HARD,3.0,1,True,2024,Monza,R,82.234
NOR,McLaren,42.0,0 days 00:01:22.678000,HARD,3.0,1,True,2024,Monza,R,82.678
NOR,McLaren,43.0,0 days 00:01:22.250000,HARD,3.0,1,True,2024,Monza,R,82.25
NOR,McLaren,44.0,0 days 00:01:22.403000,HARD,3.0,1,True,2024,Monza,R,82.403
NOR,McLaren,45.0,0 days 00:01:22.398000,HARD,3.0,1,True,2024,Monza,R,82.398
NOR,McLaren,46.0,0 days 00:01:22.041000,HARD,3.0,1,True,2024,Monza,R,82.041
NOR,McLaren,47.0,0 days 00:01:23.852000,HARD,3.0,1,True,2024,Monza,R,83.852
NOR,McLaren,48.0,0 days 00:01:21.824000,HARD,3.0,1,True,2024,Monza,R,81.824
NOR,McLaren,49.0,0 days 00:01:22.436000,HARD,3.0,1,True,2024,Monza,R,82.436
NOR,McLaren,50.0,0 days 00:01:23.266000,HARD,3.0,1,True,2024,Monza,R,83.266
NOR,McLaren,51.0,0 days 00:01:22.269000,HARD,3.0,1,True,2024,Monza,R,82.269
NOR,McLaren,52.0,0 days 00:01:22.302000,HARD,3.0,1,True,2024,Monza,R,82.302
NOR,McLaren,53.0,0 days 00:01:21.432000,HARD,3.0,1,True,2024,Monza,R,81.432
SAI,Ferrari,2.0,0 days 00:01:25.731000,MEDIUM,1.0,1,True,2024,Monza,R,85.731
SAI,Ferrari,3.0,0 days 00:01:25.358000,MEDIUM,1.0,1,True,2024,Monza,R,85.358
SAI,Ferrari,4.0,0 days 00:01:25.086000,MEDIUM,1.0,1,True,2024,Monza,R,85.086
SAI,Ferrari,5.0,0 days 00:01:25.006000,MEDIUM,1.0,1,True,2024,Monza,R,85.006
SAI,Ferrari,6.0,0 days 00:01:24.642000,MEDIUM,1.0,1,True,2024,Monza,R,84.642
SAI,Ferrari,7.0,0 days 00:01:24.715000,MEDIUM,1.0,1,True,2024,Monza,R,84.715
SAI,Ferrari,8.0,0 days 00:01:24.870000,MEDIUM,1.0,1,True,2024,Monza,R,84.87
SAI,Ferrari,9.0,0 days 00:01:24.774000,MEDIUM,1.0,1,True,2024,Monza,R,84.774
SAI,Ferrari,10.0,0 days 00:01:24.684000,MEDIUM,1.0,1,True,2024,Monza,R,84.684
SAI,Ferrari,11.0,0 days 00:01:25.066000,MEDIUM,1.0,1,True,2024,Monza,R,85.066
SAI,Ferrari,12.0,0 days 00:01:25.276000,MEDIUM,1.0,1,True,2024,Monza,R,85.276
SAI,Ferrari,13.0,0 days 00:01:25.423000,MEDIUM,1.0,1,True,2024,Monza,R,85.423
SAI,Ferrari,14.0,0 days 00:01:25.234000,MEDIUM,1.0,1,True,2024,Monza,R,85.234
SAI,Ferrari,15.0,0 days 00:01:25.183000,MEDIUM,1.0,1,True,2024,Monza,R,85.183
SAI,Ferrari,16.0,0 days 00:01:25.341000,MEDIUM,1.0,1,True,2024,Monza,R,85.341
SAI,Ferrari,17.0,0 days 00:01:25.407000,MEDIUM,1.0,1,True,2024,Monza,R,85.407
SAI,Ferrari,18.0,0 days 00:01:25.678000,MEDIUM,1.0,1,True,2024,Monza,R,85.678
SAI,Ferrari,21.0,0 days 00:01:24.499000,HARD,2.0,1,True,2024,Monza,R,84.499
SAI,Ferrari,22.0,0 days 00:01:24.226000,HARD,2.0,1,True,2024,Monza,R,84.226
SAI,Ferrari,23.0,0 days 00:01:24.557000,HARD,2.0,1,True,2024,Monza,R,84.557
SAI,Ferrari,24.0,0 days 00:01:23.682000,HARD,2.0,1,True,2024,Monza,R,83.682
SAI,Ferrari,25.0,0 days 00:01:23.687000,HARD,2.0,1,True,2024,Monza,R,83.687
SAI,Ferrari,26.0,0 days 00:01:23.503000,HARD,2.0,1,True,2024,Monza,R,83.503
SAI,Ferrari,27.0,0 days 00:01:23.503000,HARD,2.0,1,True,2024,Monza,R,83.503
SAI,Ferrari,28.0,0 days 00:01:23.751000,HARD,2.0,1,True,2024,Monza,R,83.751
