Driver,Team,LapNumber,LapTime,Compound,Stint,TrackStatus,IsAccurate,Year,Track,Session,LapTimeSeconds
ZHO,Kick Sauber,23.0,0 days 00:01:26.061000,HARD,2.0,1,True,2024,Monza,R,86.061
ZHO,Kick Sauber,24.0,0 days 00:01:26.041000,HARD,2.0,1,True,2024,Monza,R,86.041
ZHO,Kick Sauber,25.0,0 days 00:01:25.583000,HARD,2.0,1,True,2024,Monza,R,85.583
ZHO,Kick Sauber,26.0,0 days 00:01:25.549000,HARD,2.0,1,True,2024,Monza,R,85.549
ZHO,Kick Sauber,27.0,0 days 00:01:25.603000,HARD,2.0,1,True,2024,Monza,R,85.603
ZHO,Kick Sauber,28.0,0 days 00:01:25.699000,HARD,2.0,1,True,2024,Monza,R,85.699
ZHO,Kick Sauber,29.0,0 days 00:01:25.515000,HARD,2.0,1,True,2024,Monza,R,85.515
ZHO,Kick Sauber,30.0,0 days 00:01:25.491000,HARD,2.0,1,True,2024,Monza,R,85.491
ZHO,Kick Sauber,31.0,0 days 00:01:25.478000,HARD,2.0,1,True,2024,Monza,R,85.478
ZHO,Kick Sauber,32.0,0 days 00:01:25.356000,HARD,2.0,1,True,2024,Monza,R,85.356
ZHO,Kick Sauber,33.0,0 days 00:01:25.451000,HARD,2.0,1,True,2024,Monza,R,85.451
ZHO,Kick Sauber,34.0,0 days 00:01:25.487000,HARD,2.0,1,True,2024,Monza,R,85.487
ZHO,Kick Sauber,35.0,0 days 00:01:25.520000,HARD,2.0,1,True,2024,Monza,R,85.52
ZHO,Kick Sauber,36.0,0 days 00:01:26.606000,HARD,2.0,1,True,2024,Monza,R,86.606
ZHO,Kick Sauber,37.0,0 days 00:01:25.205000,HARD,2.0,1,True,2024,Monza,R,85.205
ZHO,Kick Sauber,38.0,0 days 00:01:26.652000,HARD,2.0,1,True,2024,Monza,R,86.652
ZHO,Kick Sauber,39.0,0 days 00:01:25.584000,HARD,2.0,1,True,2024,Monza,R,85.584
ZHO,Kick Sauber,40.0,0 days 00:01:25.820000,HARD,2.0,1,True,2024,Monza,R,85.82
ZHO,Kick Sauber,41.0,0 days 00:01:26.437000,HARD,2.0,1,True,2024,Monza,R,86.437
ZHO,Kick Sauber,42.0,0 days 00:01:27.640000,HARD,2.0,1,True,2024,Monza,R,87.64
ZHO,Kick Sauber,43.0,0 days 00:01:26.916000,HARD,2.0,1,True,2024,Monza,R,86.916
ZHO,Kick Sauber,44.0,0 days 00:01:26.918000,HARD,2.0,1,True,2024,Monza,R,86.918
ZHO,Kick Sauber,45.0,0 days 00:01:25.632000,HARD,2.0,1,True,2024,Monza,R,85.632
ZHO,Kick Sauber,46.0,0 days 00:01:25.857000,HARD,2.0,1,True,2024,Monza,R,85.857
ZHO,Kick Sauber,47.0,0 days 00:01:27.442000,HARD,2.0,1,True,2024,Monza,R,87.442
ZHO,Kick Sauber,48.0,0 days 00:01:25.840000,HARD,2.0,1,True,2024,Monza,R,85.84
ZHO,Kick Sauber,49.0,0 days 00:01:26.298000,HARD,2.0,1,True,2024,Monza,R,86.298
ZHO,Kick Sauber,50.0,0 days 00:01:25.539000,HARD,2.0,1,True,2024,Monza,R,85.539
ZHO,Kick Sauber,51.0,0 days 00:01:25.946000,HARD,2.0,1,True,2024,Monza,R,85.946
ZHO,Kick Sauber,52.0,0 days 00:01:27.280000,HARD,2.0,1,True,2024,Monza,R,87.28
STR,Aston Martin,2.0,0 days 00:01:28.342000,HARD,1.0,1,True,2024,Monza,R,88.342
STR,Aston Martin,3.0,0 days 00:01:26.734000,HARD,1.0,1,True,2024,Monza,R,86.734
STR,Aston Martin,4.0,0 days 00:01:26.253000,HARD,1.0,1,True,2024,Monza,R,86.253
STR,Aston Martin,5.0,0 days 00:01:27.234000,HARD,1.0,1,True,2024,Monza,R,87.234
STR,Aston Martin,6.0,0 days 00:01:25.558000,HARD,1.0,1,True,2024,Monza,R,85.558
STR,Aston Martin,7.0,0 days 00:01:26.208000,HARD,1.0,1,True,2024,Monza,R,86.208
STR,Aston Martin,8.0,0 days 00:01:25.799000,HARD,1.0,1,True,2024,Monza,R,85.799
STR,Aston Martin,9.0,0 days 00:01:26.024000,HARD,1.0,1,True,2024,Monza,R,86.024
STR,Aston Martin,10.0,0 days 00:01:26.182000,HARD,1.0,1,True,2024,Monza,R,86.182
STR,Aston Martin,11.0,0 days 00:01:25.675000,HARD,1.0,1,True,2024,Monza,R,85.675
STR,Aston Martin,12.0,0 days 00:01:25.947000,HARD,1.0,1,True,2024,Monza,R,85.947
STR,Aston Martin,13.0,0 days 00:01:26.143000,HARD,1.0,1,True,2024,Monza,R,86.143
STR,Aston Martin,14.0,0 days 00:01:25.895000,HARD,1.0,1,True,2024,Monza,R,85.895
STR,Aston Martin,15.0,0 days 00:01:26.986000,HARD,1.0,1,True,2024,Monza,R,86.986
STR,Aston Martin,16.0,0 days 00:01:26.593000,HARD,1.0,1,True,2024,Monza,R,86.593
STR,Aston Martin,17.0,0 days 00:01:26.584000,HARD,1.0,1,True,2024,Monza,R,86.584
STR,Aston Martin,18.0,0 days 00:01:27.524000,HARD,1.0,1,True,2024,Monza,R,87.524
STR,Aston Martin,21.0,0 days 00:01:24.721000,HARD,2.0,1,True,2024,Monza,R,84.721
STR,Aston Martin,22.0,0 days 00:01:24.721000,HARD,2.0,1,True,2024,Monza,R,84.721
STR,Aston Martin,23.0,0 days 00:01:24.659000,HARD,2.0,1,True,2024,Monza,R,84.659
STR,Aston Martin,24.0,0 days 00:01:24.768000,HARD,2.0,1,True,2024,Monza,R,84.768
STR,Aston Martin,25.0,0 days 00:01:24.743000,HARD,2.0,1,True,2024,Monza,R,84.743
STR,Aston Martin,26.0,0 days 00:01:24.491000,HARD,2.0,1,True,2024,Monza,R,84.491
STR,Aston Martin,27.0,0 days 00:01:24.437000,HARD,2.0,1,True,2024,Monza,R,84.437
STR,Aston Martin,28.0,0 days 00:01:24.618000,HARD,2.0,1,True,2024,Monza,R,84.618
STR,Aston Martin,29.0,0 days 00:01:25.397000,HARD,2.0,1,True,2024,Monza,R,85.397
STR,Aston Martin,30.0,0 days 00:01:26.377000,HARD,2.0,1,True,2024,Monza,R,86.377
STR,Aston Martin,31.0,0 days 00:01:24.749000,HARD,2.0,1,True,2024,Monza,R,84.749
STR,Aston Martin,32.0,0 days 00:01:25.576000,HARD,2.0,1,True,2024,Monza,R,85.576
STR,Aston Martin,33.0,0 days 00:01:24.947000,HARD,2.0,1,True,2024,Monza,R,84.947
STR,Aston Martin,34.0,0 days 00:01:24.856000,HARD,2.0,1,True,2024,Monza,R,84.856
STR,Aston Martin,35.0,0 days 00:01:24.863000,HARD,2.0,1,True,2024,Monza,R,84.863
STR,Aston Martin,38.0,0 days 00:01:23.617000,MEDIUM,3.0,1,True,2024,Monza,R,83.617
STR,Aston Martin,39.0,0 days 00:01:24.430000,MEDIUM,3.0,1,True,2024,Monza,R,84.43
STR,Aston Martin,40.0,0 days 00:01:25.777000,MEDIUM,3.0,1,True,2024,Monza,R,85.777
STR,Aston Martin,41.0,0 days 00:01:23.702000,MEDIUM,3.0,1,True,2024,Monza,R,83.702
STR,Aston Martin,42.0,0 days 00:01:23.823000,MEDIUM,3.0,1,True,2024,Monza,R,83.823
STR,Aston Martin,43.0,0 days 00:01:23.810000,MEDIUM,3.0,1,True,2024,Monza,R,83.81
STR,Aston Martin,44.0,0 days 00:01:23.654000,MEDIUM,3.0,1,True,2024,Monza,R,83.654
STR,Aston Martin,45.0,0 days 00:01:23.427000,MEDIUM,3.0,1,True,2024,Monza,R,83.427
STR,Aston Martin,46.0,0 days 00:01:23.906000,MEDIUM,3.0,1,True,2024,Monza,R,83.906
STR,Aston Martin,47.0,0 days 00:01:24.014000,MEDIUM,3.0,1,True,2024,Monza,R,84.014
STR,Aston Martin,48.0,0 days 00:01:26.104000,MEDIUM,3.0,1,True,2024,Monza,R,86.104
STR,Aston Martin,49.0,0 days 00:01:25.064000,MEDIUM,3.0,1,True,2024,Monza,R,85.064
STR,Aston Martin,52.0,0 days 00:01:22.232000,SOFT,4.0,1,True,2024,Monza,R,82.232
TSU,RB,2.0,0 days 00:01:27.538000,HARD,1.0,1,True,2024,Monza,R,87.538
TSU,RB,3.0,0 days 00:01:26.665000,HARD,1.0,1,True,2024,Monza,R,86.665
TSU,RB,4.0,0 days 00:01:26.198000,HARD,1.0,1,True,2024,Monza,R,86.198
TSU,RB,5.0,0 days 00:01:32.241000,HARD,1.0,1,True,2024,Monza,R,92.241
TSU,RB,6.0,0 days 00:01:28.473000,HARD,1.0,1,True,2024,Monza,R,88.473
LEC,Ferrari,2.0,0 days 00:01:12.839000,SOFT,1.0,1,True,2024,Monaco,Q,72.839
LEC,Ferrari,3.0,0 days 00:01:37.033000,SOFT,1.0,1,True,2024,Monaco,Q,97.033
LEC,Ferrari,4.0,0 days 00:01:12.452000,SOFT,1.0,1,True,2024,Monaco,Q,72.452
LEC,Ferrari,7.0,0 days 00:01:11.653000,SOFT,2.0,12,True,2024,Monaco,Q,71.653
LEC,Ferrari,8.0,0 days 00:01:39.792000,SOFT,2.0,1,True,2024,Monaco,Q,99.792
LEC,Ferrari,9.0,0 days 00:01:11.584000,SOFT,2.0,1,True,2024,Monaco,Q,71.584
LEC,Ferrari,12.0,0 days 00:01:11.356000,SOFT,3.0,1,True,2024,Monaco,Q,71.356
LEC,Ferrari,13.0,0 days 00:01:35.734000,SOFT,3.0,1,True,2024,Monaco,Q,95.734
LEC,Ferrari,14.0,0 days 00:01:11.289000,SOFT,3.0,1,True,2024,Monaco,Q,71.289
LEC,Ferrari,17.0,0 days 00:01:10.825000,SOFT,4.0,1,True,2024,Monaco,Q,70.825
LEC,Ferrari,18.0,0 days 00:01:30.654000,SOFT,4.0,1,True,2024,Monaco,Q,90.654
LEC,Ferrari,19.0,0 days 00:01:11.074000,SOFT,4.0,1,True,2024,Monaco,Q,71.074
LEC,Ferrari,22.0,0 days 00:01:10.418000,SOFT,5.0,1,True,2024,Monaco,Q,70.418
LEC,Ferrari,25.0,0 days 00:01:10.270000,SOFT,6.0,1,True,2024,Monaco,Q,70.27
PIA,McLaren,2.0,0 days 00:01:23.932000,SOFT,1.0,1,True,2024,Monaco,Q,83.932
PIA,McLaren,3.0,0 days 00:01:12.644000,SOFT,1.0,1,True,2024,Monaco,Q,72.644
PIA,McLaren,4.0,0 days 00:01:54.216000,SOFT,1.0,1,True,2024,Monaco,Q,114.216
PIA,McLaren,5.0,0 days 00:01:11.881000,SOFT,1.0,1,True,2024,Monaco,Q,71.881
PIA,McLaren,6.0,0 days 00:01:34.691000,SOFT,1.0,1,True,2024,Monaco,Q,94.691
PIA,McLaren,9.0,0 days 00:01:12.099000,SOFT,2.0,1,True,2024,Monaco,Q,72.099
PIA,McLaren,10.0,0 days 00:01:39.475000,SOFT,2.0,1,True,2024,Monaco,Q,99.475
PIA,McLaren,11.0,0 days 00:01:11.500000,SOFT,2.0,1,True,2024,Monaco,Q,71.5
PIA,McLaren,14.0,0 days 00:01:11.373000,SOFT,3.0,1,True,2024,Monaco,Q,71.373
PIA,McLaren,17.0,0 days 00:01:10.756000,SOFT,4.0,1,True,2024,Monaco,Q,70.756
PIA,McLaren,20.0,0 days 00:01:10.444000,SOFT,5.0,1,True,2024,Monaco,Q,70.444
PIA,McLaren,23.0,0 days 00:01:10.424000,SOFT,6.0,1,True,2024,Monaco,Q,70.424
SAI,Ferrari,2.0,0 days 00:01:20.355000,SOFT,1.0,1,True,2024,Monaco,Q,80.355
SAI,Ferrari,3.0,0 days 00:01:12.291000,SOFT,1.0,1,True,2024,Monaco,Q,72.291
SAI,Ferrari,4.0,0 days 00:01:39.649000,SOFT,1.0,1,True,2024,Monaco,Q,99.649
SAI,Ferrari,5.0,0 days 00:01:44.831000,SOFT,1.0,1,True,2024,Monaco,Q,104.831
SAI,Ferrari,6.0,0 days 00:01:11.942000,SOFT,1.0,1,True,2024,Monaco,Q,71.942
SAI,Ferrari,9.0,0 days 00:01:29.794000,SOFT,2.0,1,True,2024,Monaco,Q,89.794
SAI,Ferrari,10.0,0 days 00:01:11.543000,SOFT,2.0,1,True,2024,Monaco,Q,71.543
SAI,Ferrari,13.0,0 days 00:01:11.177000,SOFT,3.0,1,True,2024,Monaco,Q,71.177
SAI,Ferrari,16.0,0 days 00:01:11.075000,SOFT,4.0,1,True,2024,Monaco,Q,71.075
SAI,Ferrari,17.0,0 days 00:01:43.878000,SOFT,4.0,1,True,2024,Monaco,Q,103.878
SAI,Ferrari,18.0,0 days 00:01:48.156000,SOFT,4.0,1,True,2024,Monaco,Q,108.156
SAI,Ferrari,19.0,0 days 00:01:11.180000,SOFT,4.0,1,True,2024,Monaco,Q,71.18
SAI,Ferrari,22.0,0 days 00:01:21.953000,SOFT,5.0,1,True,2024,Monaco,Q,81.953
SAI,Ferrari,23.0,0 days 00:01:10.673000,SOFT,5.0,1,True,2024,Monaco,Q,70.673
SAI,Ferrari,26.0,0 days 00:01:23.069000,SOFT,6.0,1,True,2024,Monaco,Q,83.069
SAI,Ferrari,27.0,0 days 00:01:10.518000,SOFT,6.0,1,True,2024,Monaco,Q,70.518
NOR,McLaren,2.0,0 days 00:01:14.086000,SOFT,1.0,1,True,2024,Monaco,Q,74.086
NOR,McLaren,3.0,0 days 00:01:39.177000,SOFT,1.0,1,True,2024,Monaco,Q,99.177
NOR,McLaren,4.0,0 days 00:01:12.609000,SOFT,1.0,1,True,2024,Monaco,Q,72.609
NOR,McLaren,5.0,0 days 00:01:39.713000,SOFT,1.0,1,True,2024,Monaco,Q,99.713
NOR,McLaren,6.0,0 days 00:01:12.379000,SOFT,1.0,1,True,2024,Monaco,Q,72.379
NOR,McLaren,7.0,0 days 00:01:42.833000,SOFT,1.0,1,True,2024,Monaco,Q,102.833
NOR,McLaren,12.0,0 days 00:01:11.760000,SOFT,3.0,1,True,2024,Monaco,Q,71.76
NOR,McLaren,15.0,0 days 00:01:11.372000,SOFT,4.0,1,True,2024,Monaco,Q,71.372
NOR,McLaren,16.0,0 days 00:01:34.840000,SOFT,4.0,1,True,2024,Monaco,Q,94.84
NOR,McLaren,17.0,0 days 00:01:11.429000,SOFT,4.0,1,True,2024,Monaco,Q,71.429
NOR,McLaren,20.0,0 days 00:01:10.732000,SOFT,5.0,1,True,2024,Monaco,Q,70.732
NOR,McLaren,23.0,0 days 00:01:10.940000,SOFT,6.0,1,True,2024,Monaco,Q,70.94
NOR,McLaren,26.0,0 days 00:01:10.542000,SOFT,7.0,1,True,2024,Monaco,Q,70.542
RUS,Mercedes,2.0,0 days 00:01:24.444000,SOFT,1.0,1,True,2024,Monaco,Q,84.444
RUS,Mercedes,3.0,0 days 00:01:13.238000,SOFT,1.0,1,True,2024,Monaco,Q,73.238
RUS,Mercedes,4.0,0 days 00:01:37.479000,SOFT,1.0,1,True,2024,Monaco,Q,97.479
RUS,Mercedes,5.0,0 days 00:01:12.267000,SOFT,1.0,1,True,2024,Monaco,Q,72.267
RUS,Mercedes,6.0,0 days 00:01:52.435000,SOFT,1.0,1,True,2024,Monaco,Q,112.435
RUS,Mercedes,7.0,0 days 00:01:11.939000,SOFT,1.0,1,True,2024,Monaco,Q,71.939
RUS,Mercedes,10.0,0 days 00:01:11.492000,SOFT,2.0,12,True,2024,Monaco,Q,71.492
RUS,Mercedes,11.0,0 days 00:01:58.803000,SOFT,2.0,1,True,2024,Monaco,Q,118.803
RUS,Mercedes,14.0,0 days 00:01:33.724000,SOFT,3.0,1,True,2024,Monaco,Q,93.724
RUS,Mercedes,15.0,0 days 00:01:11.517000,SOFT,3.0,1,True,2024,Monaco,Q,71.517
RUS,Mercedes,18.0,0 days 00:01:10.929000,SOFT,4.0,1,True,2024,Monaco,Q,70.929
RUS,Mercedes,23.0,0 days 00:01:25.441000,SOFT,6.0,1,True,2024,Monaco,Q,85.441
RUS,Mercedes,24.0,0 days 00:01:10.918000,SOFT,6.0,1,True,2024,Monaco,Q,70.918
RUS,Mercedes,27.0,0 days 00:01:10.543000,SOFT,7.0,1,True,2024,Monaco,Q,70.543
VER,Red Bull Racing,2.0,0 days 00:01:12.790000,SOFT,1.0,1,True,2024,Monaco,Q,72.79
VER,Red Bull Racing,3.0,0 days 00:01:51.646000,SOFT,1.0,1,True,2024,Monaco,Q,111.646
VER,Red Bull Racing,4.0,0 days 00:01:12.084000,SOFT,1.0,1,True,2024,Monaco,Q,72.084
VER,Red Bull Racing,5.0,0 days 00:01:41.545000,SOFT,1.0,1,True,2024,Monaco,Q,101.545
VER,Red Bull Racing,6.0,0 days 00:01:11.970000,SOFT,1.0,1,True,2024,Monaco,Q,71.97
VER,Red Bull Racing,7.0,0 days 00:01:39.003000,SOFT,1.0,1,True,2024,Monaco,Q,99.003
VER,Red Bull Racing,8.0,0 days 00:01:43.103000,SOFT,1.0,12,True,2024,Monaco,Q,103.103
VER,Red Bull Racing,9.0,0 days 00:01:11.711000,SOFT,1.0,1,True,2024,Monaco,Q,71.711
VER,Red Bull Racing,10.0,0 days 00:01:42.177000,SOFT,1.0,1,True,2024,Monaco,Q,102.177
VER,Red Bull Racing,11.0,0 days 00:01:11.923000,SOFT,1.0,1,True,2024,Monaco,Q,71.923
VER,Red Bull Racing,14.0,0 days 00:01:11.196000,SOFT,2.0,1,True,2024,Monaco,Q,71.196
VER,Red Bull Racing,15.0,0 days 00:01:34.879000,SOFT,2.0,1,True,2024,Monaco,Q,94.879
VER,Red Bull Racing,16.0,0 days 00:01:11.019000,SOFT,2.0,1,True,2024,Monaco,Q,71.019
VER,Red Bull Racing,19.0,0 days 00:01:26.950000,SOFT,3.0,1,True,2024,Monaco,Q,86.95
VER,Red Bull Racing,20.0,0 days 00:01:10.745000,SOFT,3.0,1,True,2024,Monaco,Q,70.745
VER,Red Bull Racing,23.0,0 days 00:01:30.709000,SOFT,4.0,1,True,2024,Monaco,Q,90.709
VER,Red Bull Racing,24.0,0 days 00:01:10.567000,SOFT,4.0,1,True,2024,Monaco,Q,70.567
VER,Red Bull Racing,27.0,0 days 00:01:31.412000,SOFT,5.0,1,True,2024,Monaco,Q,91.412
HAM,Mercedes,2.0,0 days 00:01:19.550000,SOFT,1.0,1,True,2024,Monaco,Q,79.55
HAM,Mercedes,3.0,0 days 00:01:12.954000,SOFT,1.0,1,True,2024,Monaco,Q,72.954
HAM,Mercedes,4.0,0 days 00:01:57.786000,SOFT,1.0,1,True,2024,Monaco,Q,117.786
HAM,Mercedes,5.0,0 days 00:01:12.461000,SOFT,1.0,1,True,2024,Monaco,Q,72.461
HAM,Mercedes,6.0,0 days 00:01:46.762000,SOFT,1.0,1,True,2024,Monaco,Q,106.762
HAM,Mercedes,7.0,0 days 00:01:36.743000,SOFT,1.0,1,True,2024,Monaco,Q,96.743
HAM,Mercedes,8.0,0 days 00:01:11.916000,SOFT,1.0,1,True,2024,Monaco,Q,71.916
HAM,Mercedes,11.0,0 days 00:01:11.528000,SOFT,2.0,1,True,2024,Monaco,Q,71.528
HAM,Mercedes,14.0,0 days 00:01:18.124000,SOFT,3.0,1,True,2024,Monaco,Q,78.124
HAM,Mercedes,15.0,0 days 00:01:11.502000,SOFT,3.0,1,True,2024,Monaco,Q,71.502
HAM,Mercedes,18.0,0 days 00:01:11.110000,SOFT,4.0,1,True,2024,Monaco,Q,71.11
HAM,Mercedes,21.0,0 days 00:01:11.056000,SOFT,5.0,1,True,2024,Monaco,Q,71.056
HAM,Mercedes,24.0,0 days 00:01:10.975000,SOFT,6.0,1,True,2024,Monaco,Q,70.975
HAM,Mercedes,27.0,0 days 00:01:10.621000,SOFT,7.0,1,True,2024,Monaco,Q,70.621
TSU,RB,2.0,0 days 00:01:13.087000,SOFT,1.0,1,True,2024,Monaco,Q,73.087
TSU,RB,3.0,0 days 00:01:37.231000,SOFT,1.0,1,True,2024,Monaco,Q,97.231
TSU,RB,4.0,0 days 00:01:12.752000,SOFT,1.0,1,True,2024,Monaco,Q,72.752
TSU,RB,7.0,0 days 00:01:11.852000,SOFT,2.0,1,True,2024,Monaco,Q,71.852
TSU,RB,8.0,0 days 00:01:47.786000,SOFT,2.0,1,True,2024,Monaco,Q,107.786
TSU,RB,9.0,0 days 00:01:12.213000,SOFT,2.0,1,True,2024,Monaco,Q,72.213
TSU,RB,12.0,0 days 00:01:11.257000,SOFT,3.0,1,True,2024,Monaco,Q,71.257
TSU,RB,13.0,0 days 00:01:38.297000,SOFT,3.0,1,True,2024,Monaco,Q,98.297
TSU,RB,14.0,0 days 00:01:34.768000,SOFT,3.0,1,True,2024,Monaco,Q,94.768
TSU,RB,15.0,0 days 00:01:11.683000,SOFT,3.0,1,True,2024,Monaco,Q,71.683
TSU,RB,18.0,0 days 00:01:11.106000,SOFT,4.0,1,True,2024,Monaco,Q,71.106
TSU,RB,21.0,0 days 00:01:11.605000,SOFT,5.0,1,True,2024,Monaco,Q,71.605
TSU,RB,24.0,0 days 00:01:10.858000,SOFT,6.0,1,True,2024,Monaco,Q,70.858
ALB,Williams,2.0,0 days 00:01:27.135000,SOFT,1.0,1,True,2024,Monaco,Q,87.135
ALB,Williams,3.0,0 days 00:01:13.328000,SOFT,1.0,1,True,2024,Monaco,Q,73.328
ALB,Williams,4.0,0 days 00:01:55.799000,SOFT,1.0,1,True,2024,Monaco,Q,115.799
ALB,Williams,5.0,0 days 00:01:12.702000,SOFT,1.0,1,True,2024,Monaco,Q,72.702
ALB,Williams,6.0,0 days 00:01:39.155000,SOFT,1.0,1,True,2024,Monaco,Q,99.155
ALB,Williams,7.0,0 days 00:01:12.478000,SOFT,1.0,1,True,2024,Monaco,Q,72.478
ALB,Williams,10.0,0 days 00:01:11.753000,SOFT,2.0,1,True,2024,Monaco,Q,71.753
ALB,Williams,11.0,0 days 00:01:42.380000,SOFT,2.0,1,True,2024,Monaco,Q,102.38
ALB,Williams,12.0,0 days 00:01:11.623000,SOFT,2.0,1,True,2024,Monaco,Q,71.623
ALB,Williams,15.0,0 days 00:01:24.760000,SOFT,3.0,1,True,2024,Monaco,Q,84.76
ALB,Williams,16.0,0 days 00:01:11.660000,SOFT,3.0,1,True,2024,Monaco,Q,71.66
ALB,Williams,17.0,0 days 00:01:38.414000,SOFT,3.0,1,True,2024,Monaco,Q,98.414
ALB,Williams,18.0,0 days 00:01:11.607000,SOFT,3.0,1,True,2024,Monaco,Q,71.607
ALB,Williams,21.0,0 days 00:01:11.216000,SOFT,4.0,1,True,2024,Monaco,Q,71.216
ALB,Williams,22.0,0 days 00:01:36.792000,SOFT,4.0,1,True,2024,Monaco,Q,96.792
ALB,Williams,25.0,0 days 00:01:11.805000,SOFT,5.0,1,True,2024,Monaco,Q,71.805
ALB,Williams,28.0,0 days 00:01:10.948000,SOFT,6.0,1,True,2024,Monaco,Q,70.948
GAS,Alpine,2.0,0 days 00:01:14.032000,SOFT,1.0,1,True,2024,Monaco,Q,74.032
GAS,Alpine,3.0,0 days 00:01:35.022000,SOFT,1.0,1,True,2024,Monaco,Q,95.022
GAS,Alpine,4.0,0 days 00:01:12.736000,SOFT,1.0,1,True,2024,Monaco,Q,72.736
GAS,Alpine,5.0,0 days 00:01:40.965000,SOFT,1.0,1,True,2024,Monaco,Q,100.965
GAS,Alpine,6.0,0 days 00:01:12.113000,SOFT,1.0,1,True,2024,Monaco,Q,72.113
GAS,Alpine,9.0,0 days 00:01:14.708000,SOFT,2.0,1,True,2024,Monaco,Q,74.708
GAS,Alpine,10.0,0 days 00:01:44.860000,SOFT,2.0,1,True,2024,Monaco,Q,104.86
GAS,Alpine,11.0,0 days 00:01:11.714000,SOFT,2.0,1,True,2024,Monaco,Q,71.714
GAS,Alpine,14.0,0 days 00:01:12.495000,SOFT,3.0,1,True,2024,Monaco,Q,72.495
GAS,Alpine,15.0,0 days 00:01:37.686000,SOFT,3.0,1,True,2024,Monaco,Q,97.686
GAS,Alpine,16.0,0 days 00:01:31.616000,SOFT,3.0,1,True,2024,Monaco,Q,91.616
GAS,Alpine,17.0,0 days 00:01:11.334000,SOFT,3.0,1,True,2024,Monaco,Q,71.334
GAS,Alpine,20.0,0 days 00:01:31.053000,SOFT,4.0,1,True,2024,Monaco,Q,91.053
GAS,Alpine,21.0,0 days 00:01:10.896000,SOFT,4.0,1,True,2024,Monaco,Q,70.896
GAS,Alpine,24.0,0 days 00:01:26.312000,SOFT,5.0,1,True,2024,Monaco,Q,86.312
GAS,Alpine,25.0,0 days 00:01:11.311000,SOFT,5.0,1,True,2024,Monaco,Q,71.311
GAS,Alpine,28.0,0 days 00:01:28.741000,SOFT,6.0,1,True,2024,Monaco,Q,88.741
GAS,Alpine,29.0,0 days 00:01:11.505000,SOFT,6.0,1,True,2024,Monaco,Q,71.505
OCO,Alpine,2.0,0 days 00:01:13.659000,SOFT,1.0,1,True,2024,Monaco,Q,73.659
OCO,Alpine,3.0,0 days 00:01:38.069000,SOFT,1.0,1,True,2024,Monaco,Q,98.069
OCO,Alpine,4.0,0 days 00:01:12.506000,SOFT,1.0,1,True,2024,Monaco,Q,72.506
OCO,Alpine,5.0,0 days 00:01:33.805000,SOFT,1.0,1,True,2024,Monaco,Q,93.805
OCO,Alpine,6.0,0 days 00:01:12.230000,SOFT,1.0,1,True,2024,Monaco,Q,72.23
OCO,Alpine,9.0,0 days 00:01:11.906000,SOFT,2.0,1,True,2024,Monaco,Q,71.906
OCO,Alpine,10.0,0 days 00:01:48.306000,SOFT,2.0,1,True,2024,Monaco,Q,108.306
OCO,Alpine,11.0,0 days 00:01:11.887000,SOFT,2.0,1,True,2024,Monaco,Q,71.887
OCO,Alpine,14.0,0 days 00:01:23.529000,SOFT,3.0,1,True,2024,Monaco,Q,83.529
OCO,Alpine,15.0,0 days 00:01:11.285000,SOFT,3.0,1,True,2024,Monaco,Q,71.285
OCO,Alpine,16.0,0 days 00:01:35.420000,SOFT,3.0,1,True,2024,Monaco,Q,95.42
OCO,Alpine,19.0,0 days 00:01:27.094000,SOFT,4.0,1,True,2024,Monaco,Q,87.094
RIC,RB,2.0,0 days 00:01:14.337000,SOFT,1.0,1,True,2024,Monaco,Q,74.337
RIC,RB,3.0,0 days 00:01:46.670000,SOFT,1.0,1,True,2024,Monaco,Q,106.67
RIC,RB,4.0,0 days 00:01:37.553000,SOFT,1.0,1,True,2024,Monaco,Q,97.553
RIC,RB,5.0,0 days 00:01:12.766000,SOFT,1.0,1,True,2024,Monaco,Q,72.766
RIC,RB,8.0,0 days 00:01:12.122000,SOFT,2.0,12,True,2024,Monaco,Q,72.122
RIC,RB,9.0,0 days 00:01:46.289000,SOFT,2.0,1,True,2024,Monaco,Q,106.289
RIC,RB,10.0,0 days 00:01:46.199000,SOFT,2.0,1,True,2024,Monaco,Q,106.199
RIC,RB,11.0,0 days 00:01:11.785000,SOFT,2.0,1,True,2024,Monaco,Q,71.785
RIC,RB,14.0,0 days 00:01:12.194000,SOFT,3.0,1,True,2024,Monaco,Q,72.194
RIC,RB,15.0,0 days 00:01:34.799000,SOFT,3.0,1,True,2024,Monaco,Q,94.799
RIC,RB,17.0,0 days 00:01:12.064000,SOFT,3.0,1,True,2024,Monaco,Q,72.064
RIC,RB,20.0,0 days 00:01:11.482000,SOFT,4.0,1,True,2024,Monaco,Q,71.482
STR,Aston Martin,2.0,0 days 00:01:20.373000,SOFT,1.0,1,True,2024,Monaco,Q,80.373
STR,Aston Martin,3.0,0 days 00:01:12.826000,SOFT,1.0,1,True,2024,Monaco,Q,72.826
STR,Aston Martin,4.0,0 days 00:01:55.759000,SOFT,1.0,1,True,2024,Monaco,Q,115.759
STR,Aston Martin,5.0,0 days 00:01:12.239000,SOFT,1.0,1,True,2024,Monaco,Q,72.239
STR,Aston Martin,8.0,0 days 00:01:11.728000,SOFT,2.0,12,True,2024,Monaco,Q,71.728
