Driver,Team,LapNumber,LapTime,Compound,Stint,TrackStatus,IsAccurate,LapTimeSeconds,Year,Track,Session,AirTempC,TrackTempC,Rainfall,TyreAgeLaps,SessionProgress,LapTimeFormatted,FuelKg,EstimatedCarWeightKg,CompoundEffect,Intensity,TyreAgeEffect,EstimatedTyreTempC
PIA,McLaren,19.0,0 days 00:01:19.179000,HARD,2.0,1,True,79.179,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,16,Early,1:19.179,84.61538461538461,882.6153846153846,2,0.11652340019101884,9.6,58.617140401146116
PIA,McLaren,20.0,0 days 00:01:19.055000,HARD,2.0,1,True,79.055,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,17,Early,1:19.055,83.2051282051282,881.2051282051282,2,0.16389684813753075,10.0,59.30138108882519
PIA,McLaren,21.0,0 days 00:01:18.601000,HARD,2.0,1,True,78.601,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,18,Early,1:18.601,81.7948717948718,879.7948717948718,2,0.33734479465138234,10.0,60.3420687679083
PIA,McLaren,22.0,0 days 00:01:18.585000,HARD,2.0,1,True,78.585,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,19,Early,1:18.585,80.38461538461539,878.3846153846154,2,0.3434574976122249,10.0,60.37874498567336
PIA,McLaren,23.0,0 days 00:01:18.658000,HARD,2.0,1,True,78.658,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,20,Early,1:18.658,78.97435897435898,876.974358974359,2,0.3155682903533873,10.0,60.21140974212033
PIA,McLaren,24.0,0 days 00:01:18.636000,HARD,2.0,1,True,78.636,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,21,Early,1:18.636,77.56410256410257,875.5641025641025,2,0.3239732569245451,10.0,60.261839541547275
PIA,McLaren,25.0,0 days 00:01:18.784000,HARD,2.0,1,True,78.784,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,22,Early,1:18.784,76.15384615384616,874.1538461538462,2,0.2674307545367667,10.0,59.92258452722061
PIA,McLaren,26.0,0 days 00:01:18.440000,HARD,2.0,1,True,78.44,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,23,Early,1:18.440,74.74358974358975,872.7435897435897,2,0.3988538681948402,10.0,60.711123209169045
PIA,McLaren,27.0,0 days 00:01:18.523000,HARD,2.0,1,True,78.523,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,24,Mid,1:18.523,73.33333333333333,871.3333333333334,2,0.3671442215854808,10.0,60.52086532951289
PIA,McLaren,28.0,0 days 00:01:18.791000,HARD,2.0,1,True,78.791,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,25,Mid,1:18.791,71.92307692307692,869.9230769230769,2,0.2647564469914025,10.0,59.90653868194842
PIA,McLaren,29.0,0 days 00:01:19.010000,HARD,2.0,1,True,79.01,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,26,Mid,1:19.010,70.51282051282051,868.5128205128206,2,0.18108882521489525,10.0,59.404532951289376
PIA,McLaren,30.0,0 days 00:01:19.396000,HARD,2.0,1,True,79.396,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,27,Mid,1:19.396,69.1025641025641,867.1025641025641,2,0.0336198662846203,10.0,58.51971919770773
PIA,McLaren,31.0,0 days 00:01:18.449000,HARD,2.0,1,True,78.449,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,28,Mid,1:18.449,67.69230769230768,865.6923076923076,2,0.3954154727793673,10.0,60.690492836676206
PIA,McLaren,32.0,0 days 00:01:18.969000,HARD,2.0,1,True,78.969,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,29,Mid,1:18.969,66.28205128205127,864.2820512820513,2,0.1967526265520532,10.0,59.498515759312326
PIA,McLaren,33.0,0 days 00:01:19.060000,HARD,2.0,1,True,79.06,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,30,Mid,1:19.060,64.87179487179486,862.8717948717949,2,0.16198662846226983,10.0,59.28991977077362
PIA,McLaren,34.0,0 days 00:01:18.978000,HARD,2.0,1,True,78.978,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,31,Mid,1:18.978,63.46153846153846,861.4615384615385,2,0.19331423113658028,10.0,59.47788538681949
PIA,McLaren,35.0,0 days 00:01:18.605000,HARD,2.0,1,True,78.605,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,32,Mid,1:18.605,62.05128205128205,860.0512820512821,2,0.3358166189111704,10.0,60.33289971346703
PIA,McLaren,36.0,0 days 00:01:18.882000,HARD,2.0,1,True,78.882,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,33,Mid,1:18.882,60.641025641025635,858.6410256410256,2,0.22999044890161913,10.0,59.69794269340972
PIA,McLaren,37.0,0 days 00:01:18.612000,HARD,2.0,1,True,78.612,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,34,Mid,1:18.612,59.230769230769226,857.2307692307693,2,0.33314231136580613,10.0,60.31685386819484
PIA,McLaren,38.0,0 days 00:01:18.731000,HARD,2.0,1,True,78.731,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,35,Mid,1:18.731,57.82051282051282,855.8205128205128,2,0.28767908309455514,10.0,60.04407449856733
PIA,McLaren,39.0,0 days 00:01:18.362000,HARD,2.0,1,True,78.362,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,36,Mid,1:18.362,56.41025641025641,854.4102564102564,2,0.4286532951289387,10.0,60.88991977077364
PIA,McLaren,40.0,0 days 00:01:18.951000,HARD,2.0,1,True,78.951,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,37,Mid,1:18.951,54.99999999999999,853.0,2,0.203629417382999,10.0,59.539776504298
PIA,McLaren,41.0,0 days 00:01:18.846000,HARD,2.0,1,True,78.846,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,38,Mid,1:18.846,53.589743589743584,851.5897435897435,2,0.24374403056351074,10.0,59.78046418338107
PIA,McLaren,42.0,0 days 00:01:19.795000,HARD,2.0,1,True,79.795,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,39,Mid,1:19.795,52.179487179487175,850.1794871794872,2,-0.11881566380133954,10.0,57.605106017191964
PIA,McLaren,43.0,0 days 00:01:18.198000,HARD,2.0,1,True,78.198,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,40,Mid,1:18.198,50.76923076923077,848.7692307692307,2,0.49130850047755414,10.0,61.26585100286533
PIA,McLaren,44.0,0 days 00:01:18.277000,HARD,2.0,1,True,78.277,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,41,Mid,1:18.277,49.35897435897436,847.3589743589744,2,0.46112702960840135,10.0,61.08476217765041
PIA,McLaren,45.0,0 days 00:01:18.082000,HARD,2.0,1,True,78.082,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,42,Mid,1:18.082,47.94871794871794,845.9487179487179,2,0.5356255969436475,10.0,61.53175358166189
PIA,McLaren,46.0,0 days 00:01:18.623000,HARD,2.0,1,True,78.623,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,43,Mid,1:18.623,46.53846153846153,844.5384615384615,2,0.32893982808022454,10.0,60.29163896848135
PIA,McLaren,47.0,0 days 00:01:18.399000,HARD,2.0,1,True,78.399,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,44,Mid,1:18.399,45.128205128205124,843.1282051282051,2,0.4145176695319927,10.0,60.80510601719196
PIA,McLaren,48.0,0 days 00:01:18.395000,HARD,2.0,1,True,78.395,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,45,Mid,1:18.395,43.717948717948715,841.7179487179487,2,0.4160458452722047,10.0,60.81427507163323
PIA,McLaren,49.0,0 days 00:01:18.136000,HARD,2.0,1,True,78.136,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,46,Mid,1:18.136,42.30769230769231,840.3076923076923,2,0.5149952244508101,10.0,61.40797134670487
PIA,McLaren,50.0,0 days 00:01:18.350000,HARD,2.0,1,True,78.35,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,47,Mid,1:18.350,40.8974358974359,838.8974358974359,2,0.4332378223495692,10.0,60.91742693409742
PIA,McLaren,51.0,0 days 00:01:17.909000,HARD,2.0,1,True,77.909,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,48,Mid,1:17.909,39.48717948717949,837.4871794871794,2,0.6017191977077305,10.0,61.92831518624639
PIA,McLaren,52.0,0 days 00:01:18.214000,HARD,2.0,1,True,78.214,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,49,Mid,1:18.214,38.076923076923066,836.0769230769231,2,0.48519579751671166,10.0,61.22917478510028
PIA,McLaren,53.0,0 days 00:01:17.609000,HARD,2.0,12,True,77.609,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,50,Late,1:17.609,36.66666666666666,834.6666666666666,2,0.7163323782234938,10.0,62.615994269340966
PIA,McLaren,54.0,0 days 00:01:17.362000,HARD,2.0,1,True,77.362,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,51,Late,1:17.362,35.25641025641025,833.2564102564103,2,0.8106972301814687,10.0,63.18218338108882
PIA,McLaren,55.0,0 days 00:01:17.445000,HARD,2.0,1,True,77.445,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,52,Late,1:17.445,33.84615384615384,831.8461538461538,2,0.7789875835721093,10.0,62.99192550143266
PIA,McLaren,56.0,0 days 00:01:17.456000,HARD,2.0,1,True,77.456,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,53,Late,1:17.456,32.43589743589743,830.4358974358975,2,0.7747851002865277,10.0,62.96671060171917
PIA,McLaren,57.0,0 days 00:01:17.300000,HARD,2.0,1,True,77.3,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,54,Late,1:17.300,31.025641025641022,829.025641025641,2,0.8343839541547247,10.0,63.324303724928356
PIA,McLaren,58.0,0 days 00:01:17.344000,HARD,2.0,1,True,77.344,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,55,Late,1:17.344,29.615384615384613,827.6153846153846,2,0.8175740210124145,10.0,63.22344412607449
PIA,McLaren,59.0,0 days 00:01:17.042000,HARD,2.0,1,True,77.042,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,56,Late,1:17.042,28.205128205128204,826.2051282051282,2,0.9329512893982758,10.0,63.91570773638966
PIA,McLaren,60.0,0 days 00:01:16.617000,HARD,2.0,1,True,76.617,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,57,Late,1:16.617,26.794871794871796,824.7948717948718,2,1.0,10.0,64.31800000000001
PIA,McLaren,61.0,0 days 00:01:16.771000,HARD,2.0,1,True,76.771,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,58,Late,1:16.771,25.384615384615373,823.3846153846154,2,1.0,10.0,64.31800000000001
PIA,McLaren,62.0,0 days 00:01:17.095000,HARD,2.0,1,True,77.095,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,59,Late,1:17.095,23.974358974358964,821.974358974359,2,0.9127029608404926,10.0,63.79421776504296
PIA,McLaren,63.0,0 days 00:01:16.921000,HARD,2.0,1,True,76.921,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,60,Late,1:16.921,22.564102564102555,820.5641025641025,2,0.97917860553963,10.0,64.19307163323778
PIA,McLaren,64.0,0 days 00:01:16.909000,HARD,2.0,1,True,76.909,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,61,Late,1:16.909,21.153846153846146,819.1538461538462,2,0.9837631327602605,10.0,64.22057879656157
PIA,McLaren,65.0,0 days 00:01:16.391000,HARD,2.0,1,True,76.391,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,62,Late,1:16.391,19.743589743589737,817.7435897435897,2,1.0,10.0,64.31800000000001
PIA,McLaren,66.0,0 days 00:01:16.640000,HARD,2.0,1,True,76.64,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,63,Late,1:16.640,18.33333333333333,816.3333333333334,2,1.0,10.0,64.31800000000001
PIA,McLaren,67.0,0 days 00:01:16.596000,HARD,2.0,1,True,76.596,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,64,Late,1:16.596,16.92307692307692,814.9230769230769,2,1.0,10.0,64.31800000000001
PIA,McLaren,68.0,0 days 00:01:16.601000,HARD,2.0,1,True,76.601,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,65,Late,1:16.601,15.512820512820511,813.5128205128206,2,1.0,10.0,64.31800000000001
PIA,McLaren,69.0,0 days 00:01:17.371000,HARD,2.0,1,True,77.371,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,66,Late,1:17.371,14.102564102564102,812.1025641025641,2,0.8072588347659958,10.0,63.16155300859598
PIA,McLaren,70.0,0 days 00:01:17.270000,HARD,2.0,1,True,77.27,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,67,Late,1:17.270,12.69230769230768,810.6923076923076,2,0.845845272206301,10.0,63.39307163323781
PIA,McLaren,71.0,0 days 00:01:17.184000,HARD,2.0,1,True,77.184,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,68,Late,1:17.184,11.28205128205127,809.2820512820513,2,0.878701050620818,10.0,63.59020630372491
PIA,McLaren,72.0,0 days 00:01:16.652000,HARD,2.0,1,True,76.652,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,69,Late,1:16.652,9.871794871794862,807.8717948717949,2,1.0,10.0,64.31800000000001
PIA,McLaren,73.0,0 days 00:01:16.281000,HARD,2.0,1,True,76.281,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,70,Late,1:16.281,8.461538461538453,806.4615384615385,2,1.0,10.0,64.31800000000001
PIA,McLaren,74.0,0 days 00:01:16.356000,HARD,2.0,1,True,76.356,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,71,Late,1:16.356,7.051282051282044,805.051282051282,2,1.0,10.0,64.31800000000001
PIA,McLaren,75.0,0 days 00:01:16.644000,HARD,2.0,1,True,76.644,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,72,Late,1:16.644,5.641025641025635,803.6410256410256,2,1.0,10.0,64.31800000000001
PIA,McLaren,76.0,0 days 00:01:16.590000,HARD,2.0,1,True,76.59,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,73,Late,1:16.590,4.230769230769226,802.2307692307693,2,1.0,10.0,64.31800000000001
PIA,McLaren,77.0,0 days 00:01:16.734000,HARD,2.0,1,True,76.734,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,74,Late,1:16.734,2.8205128205128176,800.8205128205128,2,1.0,10.0,64.31800000000001
PIA,McLaren,78.0,0 days 00:01:17.126000,HARD,2.0,1,True,77.126,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,75,Late,1:17.126,1.4102564102564088,799.4102564102564,2,0.900859598853862,10.0,63.723157593123176
RIC,RB,3.0,0 days 00:01:29.656000,HARD,2.0,1,True,89.656,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,0,Early,1:29.656,107.17948717948718,905.1794871794872,2,-1.0,0.0,42.318000000000005
RIC,RB,4.0,0 days 00:01:23.524000,HARD,2.0,1,True,83.524,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,1,Early,1:23.524,105.76923076923077,903.7692307692307,2,-1.0,0.6,42.918000000000006
RIC,RB,5.0,0 days 00:01:23.744000,HARD,2.0,1,True,83.744,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,2,Early,1:23.744,104.35897435897436,902.3589743589744,2,-1.0,1.2,43.51800000000001
RIC,RB,6.0,0 days 00:01:22.748000,HARD,2.0,1,True,82.748,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,3,Early,1:22.748,102.94871794871794,900.9487179487179,2,-1.0,1.7999999999999998,44.118
RIC,RB,7.0,0 days 00:01:22.747000,HARD,2.0,1,True,82.747,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,4,Early,1:22.747,101.53846153846153,899.5384615384615,2,-1.0,2.4,44.718
RIC,RB,8.0,0 days 00:01:22.433000,HARD,2.0,1,True,82.433,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,5,Early,1:22.433,100.12820512820512,898.1282051282051,2,-1.0,3.0,45.318000000000005
RIC,RB,9.0,0 days 00:01:21.528000,HARD,2.0,1,True,81.528,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,6,Early,1:21.528,98.71794871794872,896.7179487179487,2,-0.7808978032473757,3.5999999999999996,47.232613180515756
RIC,RB,10.0,0 days 00:01:21.976000,HARD,2.0,1,True,81.976,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,7,Early,1:21.976,97.3076923076923,895.3076923076923,2,-0.9520534861509066,4.2,46.80567908309457
RIC,RB,11.0,0 days 00:01:21.530000,HARD,2.0,1,True,81.53,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,8,Early,1:21.530,95.8974358974359,893.8974358974359,2,-0.781661891117479,4.8,48.42802865329513
RIC,RB,12.0,0 days 00:01:21.277000,HARD,2.0,1,True,81.277,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,9,Early,1:21.277,94.48717948717949,892.4871794871794,2,-0.6850047755491888,5.3999999999999995,49.60797134670487
RIC,RB,13.0,0 days 00:01:21.416000,HARD,2.0,1,True,81.416,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,10,Early,1:21.416,93.07692307692308,891.0769230769231,2,-0.7381088825214889,6.0,49.88934670487107
RIC,RB,14.0,0 days 00:01:21.391000,HARD,2.0,1,True,81.391,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,11,Early,1:21.391,91.66666666666666,889.6666666666666,2,-0.7285577841451789,6.6,50.546653295128934
RIC,RB,15.0,0 days 00:01:21.177000,HARD,2.0,1,True,81.177,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,12,Early,1:21.177,90.25641025641025,888.2564102564103,2,-0.646800382043938,7.199999999999999,51.63719770773638
RIC,RB,16.0,0 days 00:01:21.125000,HARD,2.0,1,True,81.125,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,13,Early,1:21.125,88.84615384615384,886.8461538461538,2,-0.6269340974212039,7.8,52.356395415472775
RIC,RB,17.0,0 days 00:01:20.862000,HARD,2.0,1,True,80.862,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,14,Early,1:20.862,87.43589743589743,885.4358974358975,2,-0.5264565425023865,8.4,53.559260744985686
RIC,RB,18.0,0 days 00:01:21.108000,HARD,2.0,1,True,81.108,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,15,Early,1:21.108,86.02564102564102,884.025641025641,2,-0.6204393505253124,9.0,53.59536389684813
RIC,RB,19.0,0 days 00:01:21.310000,HARD,2.0,1,True,81.31,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,16,Early,1:21.310,84.61538461538461,882.6153846153846,2,-0.6976122254059228,9.6,53.73232664756447
RIC,RB,20.0,0 days 00:01:20.942000,HARD,2.0,1,True,80.942,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,17,Early,1:20.942,83.2051282051282,881.2051282051282,2,-0.5570200573065882,10.0,54.97587965616047
RIC,RB,21.0,0 days 00:01:20.817000,HARD,2.0,1,True,80.817,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,18,Early,1:20.817,81.7948717948718,879.7948717948718,2,-0.509264565425022,10.0,55.262412607449875
RIC,RB,22.0,0 days 00:01:20.849000,HARD,2.0,1,True,80.849,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,19,Early,1:20.849,80.38461538461539,878.3846153846154,2,-0.5214899713467069,10.0,55.18906017191976
RIC,RB,23.0,0 days 00:01:20.662000,HARD,2.0,1,True,80.662,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,20,Early,1:20.662,78.97435897435898,876.974358974359,2,-0.4500477554918848,10.0,55.617713467048695
RIC,RB,24.0,0 days 00:01:20.348000,HARD,2.0,1,True,80.348,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,21,Early,1:20.348,77.56410256410257,875.5641025641025,2,-0.33008595988538764,10.0,56.33748424068768
RIC,RB,25.0,0 days 00:01:21.029000,HARD,2.0,1,True,81.029,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,22,Early,1:21.029,76.15384615384616,874.1538461538462,2,-0.5902578796561596,10.0,54.77645272206305
RIC,RB,26.0,0 days 00:01:20.691000,HARD,2.0,1,True,80.691,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,23,Early,1:20.691,74.74358974358975,872.7435897435897,2,-0.46112702960840674,10.0,55.55123782234956
RIC,RB,27.0,0 days 00:01:21.365000,HARD,2.0,1,True,81.365,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,24,Mid,1:21.365,73.33333333333333,871.3333333333334,2,-0.7186246418338091,10.0,54.00625214899715
RIC,RB,28.0,0 days 00:01:21.566000,HARD,2.0,1,True,81.566,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,25,Mid,1:21.566,71.92307692307692,869.9230769230769,2,-0.7954154727793705,10.0,53.545507163323784
RIC,RB,29.0,0 days 00:01:21.265000,HARD,2.0,1,True,81.265,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,26,Mid,1:21.265,70.51282051282051,868.5128205128206,2,-0.6804202483285583,10.0,54.235478510028656
RIC,RB,30.0,0 days 00:01:20.900000,HARD,2.0,1,True,80.9,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,27,Mid,1:20.900,69.1025641025641,867.1025641025641,2,-0.5409742120343868,10.0,55.07215472779369
RIC,RB,31.0,0 days 00:01:20.703000,HARD,2.0,1,True,80.703,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,28,Mid,1:20.703,67.69230769230768,865.6923076923076,2,-0.4657115568290373,10.0,55.52373065902578
RIC,RB,32.0,0 days 00:01:20.940000,HARD,2.0,1,True,80.94,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,29,Mid,1:20.940,66.28205128205127,864.2820512820513,2,-0.5562559694364849,10.0,54.980464183381095
RIC,RB,33.0,0 days 00:01:20.395000,HARD,2.0,1,True,80.395,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,30,Mid,1:20.395,64.87179487179486,862.8717948717949,2,-0.3480420248328554,10.0,56.22974785100287
RIC,RB,34.0,0 days 00:01:20.840000,HARD,2.0,1,True,80.84,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,31,Mid,1:20.840,63.46153846153846,861.4615384615385,2,-0.5180515759312341,10.0,55.2096905444126
RIC,RB,35.0,0 days 00:01:20.540000,HARD,2.0,1,True,80.54,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,32,Mid,1:20.540,62.05128205128205,860.0512820512821,2,-0.40343839541547616,10.0,55.897369627507146
RIC,RB,36.0,0 days 00:01:21.126000,HARD,2.0,1,True,81.126,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,33,Mid,1:21.126,60.641025641025635,858.6410256410256,2,-0.6273161413562582,10.0,54.554103151862456
RIC,RB,37.0,0 days 00:01:21.358000,HARD,2.0,1,True,81.358,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,34,Mid,1:21.358,59.230769230769226,857.2307692307693,2,-0.7159503342884449,10.0,54.02229799426934
RIC,RB,38.0,0 days 00:01:21.099000,HARD,2.0,1,True,81.099,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,35,Mid,1:21.099,57.82051282051282,855.8205128205128,2,-0.6170009551098395,10.0,54.615994269340966
RIC,RB,39.0,0 days 00:01:21.255000,HARD,2.0,1,True,81.255,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,36,Mid,1:21.255,56.41025641025641,854.4102564102564,2,-0.6765998089780311,10.0,54.25840114613182
RIC,RB,40.0,0 days 00:01:20.870000,HARD,2.0,1,True,80.87,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,37,Mid,1:20.870,54.99999999999999,853.0,2,-0.5295128939828104,10.0,55.14092263610314
RIC,RB,41.0,0 days 00:01:25.218000,HARD,2.0,1,True,85.218,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,38,Mid,1:25.218,53.589743589743584,851.5897435897435,2,-1.0,10.0,52.318000000000005
RIC,RB,42.0,0 days 00:01:21.527000,HARD,2.0,1,True,81.527,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,39,Mid,1:21.527,52.179487179487175,850.1794871794872,2,-0.7805157593123213,10.0,53.634905444126076
RIC,RB,43.0,0 days 00:01:21.053000,HARD,2.0,1,True,81.053,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,40,Mid,1:21.053,50.76923076923077,848.7692307692307,2,-0.5994269340974206,10.0,54.72143839541548
RIC,RB,44.0,0 days 00:01:18.003000,HARD,2.0,1,True,78.003,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,41,Mid,1:18.003,49.35897435897436,847.3589743589744,2,0.5658070678127949,10.0,61.712842406876774
RIC,RB,45.0,0 days 00:01:21.761000,HARD,2.0,1,True,81.761,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,42,Mid,1:21.761,47.94871794871794,845.9487179487179,2,-0.8699140401146113,10.0,53.098515759312335
RIC,RB,46.0,0 days 00:01:17.172000,HARD,2.0,1,True,77.172,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,43,Mid,1:17.172,46.53846153846153,844.5384615384615,2,0.8832855778414486,10.0,63.617713467048695
RIC,RB,47.0,0 days 00:01:21.071000,HARD,2.0,1,True,81.071,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,44,Mid,1:21.071,45.128205128205124,843.1282051282051,2,-0.6063037249283665,10.0,54.680177650429805
RIC,RB,48.0,0 days 00:01:18.282000,HARD,2.0,1,True,78.282,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,45,Mid,1:18.282,43.717948717948715,841.7179487179487,2,0.4592168099331404,10.0,61.073300859598845
RIC,RB,49.0,0 days 00:01:19.837000,HARD,2.0,1,True,79.837,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,46,Mid,1:19.837,42.30769230769231,840.3076923076923,2,-0.1348615090735464,10.0,57.50883094555873
RIC,RB,50.0,0 days 00:01:19.796000,HARD,2.0,1,True,79.796,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,47,Mid,1:19.796,40.8974358974359,838.8974358974359,2,-0.11919770773639389,10.0,57.60281375358164
RIC,RB,51.0,0 days 00:01:22.683000,HARD,2.0,12,True,82.683,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,48,Mid,1:22.683,39.48717948717949,837.4871794871794,2,-1.0,10.0,52.318000000000005
RIC,RB,52.0,0 days 00:01:20.696000,HARD,2.0,21,True,80.696,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,49,Mid,1:20.696,38.076923076923066,836.0769230769231,2,-0.4630372492836677,10.0,55.539776504298
RIC,RB,53.0,0 days 00:01:20.079000,HARD,2.0,1,True,80.079,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,50,Late,1:20.079,36.66666666666666,834.6666666666666,2,-0.22731614135625494,10.0,56.954103151862476
RIC,RB,54.0,0 days 00:01:19.176000,HARD,2.0,1,True,79.176,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,51,Late,1:19.176,35.25641025641025,833.2564102564103,2,0.11766953199617647,10.0,59.024017191977066
RIC,RB,55.0,0 days 00:01:19.457000,HARD,2.0,1,True,79.457,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,52,Late,1:19.457,33.84615384615384,831.8461538461538,2,0.010315186246418702,10.0,58.379891117478515
RIC,RB,56.0,0 days 00:01:22.007000,HARD,2.0,1,True,82.007,2024,Monaco,R,21.596499999999995,46.318000000000005,0.0,53,Late,1:22.007,32.43589743589743,830.4358974358975,2,-0.9638968481375373,10.0,52.53461891117478
