Driver,Team,LapNumber,LapTime,Compound,Stint,TrackStatus,IsAccurate,LapTimeSeconds,Year,Track,Session,AirTempC,TrackTempC,Rainfall,TyreAgeLaps,SessionProgress,LapTimeFormatted,FuelKg,EstimatedCarWeightKg,CompoundEffect,Intensity,TyreAgeEffect,EstimatedTyreTempC
RIC,RB,15.0,0 days 00:01:25.572000,HARD,2.0,1,True,85.572,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,2,Early,1:25.572,80.9433962264151,878.9433962264151,2,-0.371801566579635,1.2,50.28046879601091
RIC,RB,16.0,0 days 00:01:25.398000,HARD,2.0,1,True,85.398,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,3,Early,1:25.398,78.86792452830188,876.8679245283018,2,-0.2809399477806762,1.7999999999999998,51.42563850880466
RIC,RB,17.0,0 days 00:01:25.028000,HARD,2.0,1,True,85.028,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,4,Early,1:25.028,76.79245283018868,874.7924528301887,2,-0.08772845953002915,2.4,53.18490743830854
RIC,RB,18.0,0 days 00:01:25.062000,HARD,2.0,1,True,85.062,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,5,Mid,1:25.062,74.71698113207547,872.7169811320755,2,-0.10548302872062534,3.0,53.67838002316497
RIC,RB,19.0,0 days 00:01:24.897000,HARD,2.0,1,True,84.897,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,6,Mid,1:24.897,72.64150943396226,870.6415094339623,2,-0.019321148825068416,3.5999999999999996,54.79535130253831
RIC,RB,20.0,0 days 00:01:24.753000,HARD,2.0,1,True,84.753,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,7,Mid,1:24.753,70.56603773584905,868.566037735849,2,0.05587467362924228,4.2,55.84652623726417
RIC,RB,21.0,0 days 00:01:24.991000,HARD,2.0,1,True,84.991,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,8,Mid,1:24.991,68.49056603773585,866.4905660377358,2,-0.06840731070496073,4.8,55.70083433125895
RIC,RB,22.0,0 days 00:01:25.080000,HARD,2.0,1,True,85.08,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,9,Mid,1:25.080,66.41509433962264,864.4150943396227,2,-0.11488250652741418,5.3999999999999995,56.02198315632423
RIC,RB,23.0,0 days 00:01:24.848000,HARD,2.0,1,True,84.848,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,10,Mid,1:24.848,64.33962264150944,862.3396226415094,2,0.006266318537859225,6.0,57.34887610671587
RIC,RB,24.0,0 days 00:01:24.931000,HARD,2.0,1,True,84.931,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,11,Mid,1:24.931,62.264150943396224,860.2641509433962,2,-0.03707571801566461,6.6,57.68882388739473
RIC,RB,25.0,0 days 00:01:25.047000,HARD,2.0,1,True,85.047,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,12,Mid,1:25.047,60.18867924528302,858.188679245283,2,-0.09765013054830131,7.199999999999999,57.925377412198905
RIC,RB,26.0,0 days 00:01:24.906000,HARD,2.0,1,True,84.906,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,13,Mid,1:24.906,58.113207547169814,856.1132075471698,2,-0.024020887728462836,7.8,58.96715286911794
RIC,RB,27.0,0 days 00:01:25.595000,HARD,2.0,1,True,85.595,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,14,Mid,1:25.595,56.0377358490566,854.0377358490566,2,-0.3838120104438627,8.4,57.40840613282554
RIC,RB,28.0,0 days 00:01:25.380000,HARD,2.0,1,True,85.38,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,15,Mid,1:25.380,53.9622641509434,851.9622641509434,2,-0.27154046997388737,9.0,58.68203537564539
RIC,RB,29.0,0 days 00:01:24.835000,HARD,2.0,1,True,84.835,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,16,Mid,1:24.835,51.88679245283019,849.8867924528302,2,0.013054830287209192,9.6,60.98960717721197
RIC,RB,30.0,0 days 00:01:24.970000,HARD,2.0,1,True,84.97,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,17,Mid,1:24.970,49.81132075471698,847.811320754717,2,-0.05744125326370709,10.0,60.96663067590647
RIC,RB,31.0,0 days 00:01:24.875000,HARD,2.0,1,True,84.875,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,18,Mid,1:24.875,47.735849056603776,845.7358490566038,2,-0.007832898172324031,10.0,61.26428080645477
RIC,RB,32.0,0 days 00:01:24.690000,HARD,2.0,1,True,84.69,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,19,Mid,1:24.690,45.660377358490564,843.6603773584906,2,0.08877284595300321,10.0,61.84391527120674
RIC,RB,33.0,0 days 00:01:24.662000,HARD,2.0,1,True,84.662,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,20,Mid,1:24.662,43.58490566037736,841.5849056603773,2,0.10339425587466979,10.0,61.93164373073674
RIC,RB,34.0,0 days 00:01:24.777000,HARD,2.0,1,True,84.777,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,21,Mid,1:24.777,41.509433962264154,839.5094339622642,2,0.04334203655352383,10.0,61.571330414809864
RIC,RB,35.0,0 days 00:01:25.588000,HARD,2.0,1,True,85.588,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,22,Mid,1:25.588,39.43396226415095,837.433962264151,2,-0.38015665796344233,10.0,59.030338247708066
RIC,RB,36.0,0 days 00:01:25.081000,HARD,2.0,1,True,85.081,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,23,Late,1:25.081,37.35849056603773,835.3584905660377,2,-0.11540469973890492,10.0,60.618849997055285
RIC,RB,37.0,0 days 00:01:25.095000,HARD,2.0,1,True,85.095,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,24,Late,1:25.095,35.283018867924525,833.2830188679245,2,-0.12271540469973821,10.0,60.574985767290286
RIC,RB,38.0,0 days 00:01:25.288000,HARD,2.0,1,True,85.288,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,25,Late,1:25.288,33.20754716981132,831.2075471698113,2,-0.22349869451696913,10.0,59.9702860283869
RIC,RB,39.0,0 days 00:01:25.033000,HARD,2.0,1,True,85.033,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,26,Late,1:25.033,31.132075471698116,829.1320754716982,2,-0.09033942558746802,10.0,60.76924164196391
RIC,RB,40.0,0 days 00:01:25.025000,HARD,2.0,1,True,85.025,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,27,Late,1:25.025,29.05660377358491,827.0566037735849,2,-0.08616187989556434,10.0,60.79430691611533
RIC,RB,41.0,0 days 00:01:24.945000,HARD,2.0,1,True,84.945,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,28,Late,1:24.945,26.98113207547169,824.9811320754717,2,-0.0443864229764979,10.0,61.04495965762973
RIC,RB,42.0,0 days 00:01:24.954000,HARD,2.0,1,True,84.954,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,29,Late,1:24.954,24.905660377358487,822.9056603773585,2,-0.049086161879892315,10.0,61.01676122420936
RIC,RB,43.0,0 days 00:01:25.179000,HARD,2.0,1,True,85.179,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,30,Late,1:25.179,22.830188679245282,820.8301886792453,2,-0.16657963446475277,10.0,60.3118003887002
RIC,RB,44.0,0 days 00:01:24.776000,HARD,2.0,1,True,84.776,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,31,Late,1:24.776,20.754716981132077,818.7547169811321,2,0.04386422976501458,10.0,61.574463574078806
RIC,RB,45.0,0 days 00:01:25.063000,HARD,2.0,1,True,85.063,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,32,Late,1:25.063,18.679245283018872,816.6792452830189,2,-0.10600522193211608,10.0,60.67524686389602
RIC,RB,46.0,0 days 00:01:25.685000,HARD,2.0,1,True,85.685,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,33,Late,1:25.685,16.603773584905667,814.6037735849056,2,-0.4308093994778069,10.0,58.72642179862188
RIC,RB,47.0,0 days 00:01:24.775000,HARD,2.0,1,True,84.775,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,34,Late,1:24.775,14.528301886792448,812.5283018867924,2,0.0443864229764979,10.0,61.577596733347704
RIC,RB,48.0,0 days 00:01:24.518000,HARD,2.0,1,True,84.518,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,35,Late,1:24.518,12.452830188679243,810.4528301886793,2,0.1785900783289805,10.0,62.3828186654626
RIC,RB,49.0,0 days 00:01:24.617000,HARD,2.0,1,True,84.617,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,36,Late,1:24.617,10.377358490566039,808.377358490566,2,0.1268929503916419,10.0,62.072635897838566
RIC,RB,50.0,0 days 00:01:24.817000,HARD,2.0,1,True,84.817,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,37,Late,1:24.817,8.301886792452834,806.3018867924528,2,0.02245430809399803,10.0,61.44600404405271
RIC,RB,51.0,0 days 00:01:24.639000,HARD,2.0,1,True,84.639,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,38,Late,1:24.639,6.226415094339629,804.2264150943396,2,0.11540469973890492,10.0,62.00370639392215
RIC,RB,52.0,0 days 00:01:24.219000,HARD,2.0,1,True,84.219,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,39,Late,1:24.219,4.15094339622641,802.1509433962265,2,0.33472584856397036,10.0,63.31963328687254
RIC,RB,53.0,0 days 00:01:24.347000,HARD,2.0,1,True,84.347,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,40,Late,1:24.347,2.075471698113205,800.0754716981132,2,0.26788511749347443,10.0,62.91858890044956
RUS,Mercedes,2.0,0 days 00:01:26.055000,MEDIUM,1.0,1,True,86.055,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,0,Early,1:26.055,107.9245283018868,905.9245283018868,5,-0.6240208877284613,0.0,50.56715286911795
RUS,Mercedes,3.0,0 days 00:01:25.733000,MEDIUM,1.0,1,True,85.733,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,1,Early,1:25.733,105.84905660377359,903.8490566037735,5,-0.4558746736292438,0.6,52.176030153713256
RUS,Mercedes,4.0,0 days 00:01:25.762000,MEDIUM,1.0,1,True,85.762,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,2,Early,1:25.762,103.77358490566037,901.7735849056604,5,-0.4710182767624011,1.2,52.68516853491431
RUS,Mercedes,5.0,0 days 00:01:25.494000,MEDIUM,1.0,1,True,85.494,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,3,Early,1:25.494,101.69811320754717,899.6981132075472,5,-0.33107049608355,1.7999999999999998,54.12485521898741
RUS,Mercedes,6.0,0 days 00:01:25.101000,MEDIUM,1.0,1,True,85.101,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,4,Early,1:25.101,99.62264150943396,897.622641509434,5,-0.1258485639686678,2.4,55.95618681167671
RUS,Mercedes,7.0,0 days 00:01:25.046000,MEDIUM,1.0,1,True,85.046,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,5,Early,1:25.046,97.54716981132076,895.5471698113207,5,-0.09712793733681799,3.0,56.72851057146781
RUS,Mercedes,8.0,0 days 00:01:25.216000,MEDIUM,1.0,1,True,85.216,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,6,Early,1:25.216,95.47169811320755,893.4716981132076,5,-0.18590078328981377,3.5999999999999996,56.79587349574984
RUS,Mercedes,9.0,0 days 00:01:25.115000,MEDIUM,1.0,1,True,85.115,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,7,Early,1:25.115,93.39622641509433,891.3962264150944,5,-0.1331592689295011,4.2,57.712322581911714
RUS,Mercedes,10.0,0 days 00:01:25.468000,MEDIUM,1.0,1,True,85.468,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,8,Early,1:25.468,91.32075471698113,889.3207547169811,5,-0.3174934725848575,4.8,57.20631735997957
RUS,Mercedes,13.0,0 days 00:01:24.546000,HARD,2.0,1,True,84.546,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,0,Early,1:24.546,85.09433962264151,883.0943396226415,2,0.16396866840730648,0.0,52.29509020593256
RUS,Mercedes,14.0,0 days 00:01:24.548000,HARD,2.0,1,True,84.548,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,1,Early,1:24.548,83.01886792452831,881.0188679245283,2,0.16292428198433243,0.6,52.888823887394715
RUS,Mercedes,15.0,0 days 00:01:24.560000,HARD,2.0,1,True,84.56,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,2,Early,1:24.560,80.9433962264151,878.9433962264151,2,0.1566579634464732,1.2,53.451225976167564
RUS,Mercedes,16.0,0 days 00:01:24.692000,HARD,2.0,1,True,84.692,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,3,Early,1:24.692,78.86792452830188,876.8679245283018,2,0.08772845953002915,1.7999999999999998,53.63764895266889
RUS,Mercedes,17.0,0 days 00:01:24.546000,HARD,2.0,1,True,84.546,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,4,Early,1:24.546,76.79245283018868,874.7924528301887,2,0.16396866840730648,2.4,54.69509020593256
RUS,Mercedes,18.0,0 days 00:01:24.521000,HARD,2.0,1,True,84.521,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,5,Mid,1:24.521,74.71698113207547,872.7169811320755,2,0.17702349869451567,3.0,55.37341918765581
RUS,Mercedes,19.0,0 days 00:01:24.706000,HARD,2.0,1,True,84.706,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,6,Mid,1:24.706,72.64150943396226,870.6415094339623,2,0.08041775456918844,3.5999999999999996,55.39378472290385
RUS,Mercedes,20.0,0 days 00:01:25.504000,HARD,2.0,1,True,85.504,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,7,Mid,1:25.504,70.56603773584905,868.566037735849,2,-0.3362924281984352,4.2,53.49352362629811
RUS,Mercedes,21.0,0 days 00:01:24.626000,HARD,2.0,1,True,84.626,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,8,Mid,1:24.626,68.49056603773585,866.4905660377358,2,0.12219321148824747,4.8,56.8444374644182
RUS,Mercedes,22.0,0 days 00:01:24.711000,HARD,2.0,1,True,84.711,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,9,Mid,1:24.711,66.41509433962264,864.4150943396227,2,0.07780678851174957,5.3999999999999995,57.178118926559215
RUS,Mercedes,23.0,0 days 00:01:24.624000,HARD,2.0,1,True,84.624,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,10,Mid,1:24.624,64.33962264150944,862.3396226415094,2,0.12323759791122894,6.0,58.05070378295609
RUS,Mercedes,24.0,0 days 00:01:24.621000,HARD,2.0,1,True,84.621,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,11,Mid,1:24.621,62.264150943396224,860.2641509433962,2,0.12480417754569376,6.6,58.66010326076288
RUS,Mercedes,25.0,0 days 00:01:25.174000,HARD,2.0,1,True,85.174,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,12,Mid,1:25.174,60.18867924528302,858.188679245283,2,-0.16396866840731392,7.199999999999999,57.52746618504483
RUS,Mercedes,26.0,0 days 00:01:23.575000,HARD,2.0,1,True,83.575,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,13,Mid,1:23.575,58.113207547169814,856.1132075471698,2,0.6710182767623981,7.8,63.13738785606311
RUS,Mercedes,27.0,0 days 00:01:23.732000,HARD,2.0,1,True,83.732,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,14,Mid,1:23.732,56.0377358490566,854.0377358490566,2,0.5890339425587449,8.4,63.24548185084119
RUS,Mercedes,28.0,0 days 00:01:23.383000,HARD,2.0,1,True,83.383,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,15,Mid,1:23.383,53.9622641509434,851.9622641509434,2,0.7712793733681457,9.0,64.9389544356976
RUS,Mercedes,29.0,0 days 00:01:23.516000,HARD,2.0,1,True,83.516,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,16,Mid,1:23.516,51.88679245283019,849.8867924528302,2,0.7018276762402035,9.6,65.12224425292995
RUS,Mercedes,30.0,0 days 00:01:23.177000,HARD,2.0,1,True,83.177,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,17,Mid,1:23.177,49.81132075471698,847.811320754717,2,0.8788511749347192,10.0,66.58438524509704
RUS,Mercedes,31.0,0 days 00:01:25.331000,HARD,2.0,1,True,85.331,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,18,Mid,1:25.331,47.735849056603776,845.7358490566038,2,-0.24595300261096714,10.0,59.83556017982291
RUS,Mercedes,32.0,0 days 00:01:23.542000,HARD,2.0,1,True,83.542,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,19,Mid,1:23.542,45.660377358490564,843.6603773584906,2,0.688250652741511,10.0,65.44078211193778
RUS,Mercedes,35.0,0 days 00:01:22.944000,HARD,3.0,1,True,82.944,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,0,Mid,1:22.944,39.43396226415095,837.433962264151,2,1.0,0.0,57.31127819548872
RUS,Mercedes,36.0,0 days 00:01:23.333000,HARD,3.0,1,True,83.333,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,1,Late,1:23.333,37.35849056603773,835.3584905660377,2,0.7973890339425567,0.6,56.69561239914406
RUS,Mercedes,37.0,0 days 00:01:23.158000,HARD,3.0,1,True,83.158,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,2,Late,1:23.158,35.283018867924525,833.2830188679245,2,0.8887728459529988,1.2,57.84391527120671
RUS,Mercedes,38.0,0 days 00:01:25.166000,HARD,3.0,1,True,85.166,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,3,Late,1:25.166,33.20754716981132,831.2075471698113,2,-0.1597911227154028,1.7999999999999998,52.1525314591963
RUS,Mercedes,39.0,0 days 00:01:23.142000,HARD,3.0,1,True,83.142,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,4,Late,1:23.142,31.132075471698116,829.1320754716982,2,0.8971279373368135,2.4,59.094045819509596
RUS,Mercedes,40.0,0 days 00:01:22.886000,HARD,3.0,1,True,82.886,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,5,Late,1:22.886,29.05660377358491,827.0566037735849,2,1.0,3.0,60.31127819548872
RUS,Mercedes,41.0,0 days 00:01:24.039000,HARD,3.0,1,True,84.039,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,6,Late,1:24.039,26.98113207547169,824.9811320754717,2,0.42872062663185134,3.5999999999999996,57.48360195527983
RUS,Mercedes,42.0,0 days 00:01:22.799000,HARD,3.0,1,True,82.799,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,7,Late,1:22.799,24.905660377358487,822.9056603773585,2,1.0,4.2,61.51127819548872
RUS,Mercedes,43.0,0 days 00:01:22.939000,HARD,3.0,1,True,82.939,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,8,Late,1:22.939,22.830188679245282,820.8301886792453,2,1.0,4.8,62.111278195488715
RUS,Mercedes,44.0,0 days 00:01:22.923000,HARD,3.0,1,True,82.923,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,9,Late,1:22.923,20.754716981132077,818.7547169811321,2,1.0,5.3999999999999995,62.71127819548872
RUS,Mercedes,45.0,0 days 00:01:22.685000,HARD,3.0,1,True,82.685,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,10,Late,1:22.685,18.679245283018872,816.6792452830189,2,1.0,6.0,63.31127819548872
RUS,Mercedes,46.0,0 days 00:01:22.419000,HARD,3.0,1,True,82.419,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,11,Late,1:22.419,16.603773584905667,814.6037735849056,2,1.0,6.6,63.91127819548872
RUS,Mercedes,47.0,0 days 00:01:22.343000,HARD,3.0,1,True,82.343,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,12,Late,1:22.343,14.528301886792448,812.5283018867924,2,1.0,7.199999999999999,64.51127819548871
RUS,Mercedes,48.0,0 days 00:01:22.165000,HARD,3.0,1,True,82.165,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,13,Late,1:22.165,12.452830188679243,810.4528301886793,2,1.0,7.8,65.11127819548872
RUS,Mercedes,49.0,0 days 00:01:22.036000,HARD,3.0,1,True,82.036,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,14,Late,1:22.036,10.377358490566039,808.377358490566,2,1.0,8.4,65.71127819548872
RUS,Mercedes,50.0,0 days 00:01:22.156000,HARD,3.0,1,True,82.156,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,15,Late,1:22.156,8.301886792452834,806.3018867924528,2,1.0,9.0,66.31127819548871
RUS,Mercedes,51.0,0 days 00:01:22.311000,HARD,3.0,1,True,82.311,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,16,Late,1:22.311,6.226415094339629,804.2264150943396,2,1.0,9.6,66.91127819548872
RUS,Mercedes,52.0,0 days 00:01:22.447000,HARD,3.0,1,True,82.447,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,17,Late,1:22.447,4.15094339622641,802.1509433962265,2,1.0,10.0,67.31127819548871
RUS,Mercedes,53.0,0 days 00:01:22.700000,HARD,3.0,1,True,82.7,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,18,Late,1:22.700,2.075471698113205,800.0754716981132,2,1.0,10.0,67.31127819548871
SAI,Ferrari,2.0,0 days 00:01:25.731000,MEDIUM,1.0,1,True,85.731,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,0,Early,1:25.731,107.9245283018868,905.9245283018868,5,-0.4548302872062623,0.0,51.582296472251144
SAI,Ferrari,3.0,0 days 00:01:25.358000,MEDIUM,1.0,1,True,85.358,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,1,Early,1:25.358,105.84905660377359,903.8490566037735,5,-0.2600522193211504,0.6,53.350964879561815
SAI,Ferrari,4.0,0 days 00:01:25.086000,MEDIUM,1.0,1,True,85.086,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,2,Early,1:25.086,103.77358490566037,901.7735849056604,5,-0.11801566579634379,1.2,54.80318420071066
SAI,Ferrari,5.0,0 days 00:01:25.006000,MEDIUM,1.0,1,True,85.006,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,3,Early,1:25.006,101.69811320754717,899.6981132075472,5,-0.07624020887728476,1.7999999999999998,55.653836942225006
SAI,Ferrari,6.0,0 days 00:01:24.642000,MEDIUM,1.0,1,True,84.642,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,4,Early,1:24.642,99.62264150943396,897.622641509434,5,0.11383812010444011,2.4,57.394306916115355
SAI,Ferrari,7.0,0 days 00:01:24.715000,MEDIUM,1.0,1,True,84.715,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,5,Early,1:24.715,97.54716981132076,895.5471698113207,5,0.07571801566579402,3.0,57.76558628948348
SAI,Ferrari,8.0,0 days 00:01:24.870000,MEDIUM,1.0,1,True,84.87,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,6,Early,1:24.870,95.47169811320755,893.4716981132076,5,-0.005221932114885161,3.5999999999999996,57.87994660279941
SAI,Ferrari,9.0,0 days 00:01:24.774000,MEDIUM,1.0,1,True,84.774,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,7,Early,1:24.774,93.39622641509433,891.3962264150944,5,0.04490861618798864,4.2,58.780729892616655
SAI,Ferrari,10.0,0 days 00:01:24.684000,MEDIUM,1.0,1,True,84.684,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,8,Early,1:24.684,91.32075471698113,889.3207547169811,5,0.09190600522193282,4.8,59.66271422682031
SAI,Ferrari,11.0,0 days 00:01:25.066000,MEDIUM,1.0,1,True,85.066,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,9,Early,1:25.066,89.24528301886792,887.2452830188679,5,-0.10757180156658089,5.3999999999999995,59.06584738608923
SAI,Ferrari,12.0,0 days 00:01:25.276000,MEDIUM,1.0,1,True,85.276,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,10,Early,1:25.276,87.16981132075472,885.1698113207547,5,-0.2172323759791099,6.0,59.00788393961406
SAI,Ferrari,13.0,0 days 00:01:25.423000,MEDIUM,1.0,1,True,85.423,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,11,Early,1:25.423,85.09433962264151,883.0943396226415,5,-0.29399477806788543,6.6,59.147309527081404
SAI,Ferrari,14.0,0 days 00:01:25.234000,MEDIUM,1.0,1,True,85.234,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,12,Early,1:25.234,83.01886792452831,881.0188679245283,5,-0.19530026109660262,7.199999999999999,60.3394766289091
SAI,Ferrari,15.0,0 days 00:01:25.183000,MEDIUM,1.0,1,True,85.183,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,13,Early,1:25.183,80.9433962264151,878.9433962264151,5,-0.16866840731070834,7.8,61.09926775162447
SAI,Ferrari,16.0,0 days 00:01:25.341000,MEDIUM,1.0,1,True,85.341,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,14,Early,1:25.341,78.86792452830188,876.8679245283018,5,-0.2511749347258449,8.4,61.20422858713365
SAI,Ferrari,17.0,0 days 00:01:25.407000,MEDIUM,1.0,1,True,85.407,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,15,Early,1:25.407,76.79245283018868,874.7924528301887,5,-0.28563968668407064,9.0,61.59744007538429
SAI,Ferrari,18.0,0 days 00:01:25.678000,MEDIUM,1.0,1,True,85.678,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,16,Mid,1:25.678,74.71698113207547,872.7169811320755,5,-0.4271540469973865,9.6,61.3483539135044
SAI,Ferrari,21.0,0 days 00:01:24.499000,HARD,2.0,1,True,84.499,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,0,Mid,1:24.499,68.49056603773585,866.4905660377358,2,0.18851174934726006,0.0,52.44234869157228
SAI,Ferrari,22.0,0 days 00:01:24.226000,HARD,2.0,1,True,84.226,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,1,Mid,1:24.226,66.41509433962264,864.4150943396227,2,0.33107049608355,0.6,53.89770117199002
SAI,Ferrari,23.0,0 days 00:01:24.557000,HARD,2.0,1,True,84.557,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,2,Mid,1:24.557,64.33962264150944,862.3396226415094,2,0.158224543080938,1.2,53.46062545397435
SAI,Ferrari,24.0,0 days 00:01:23.682000,HARD,2.0,1,True,83.682,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,3,Mid,1:23.682,62.264150943396224,860.2641509433962,2,0.6151436031331559,1.7999999999999998,56.80213981428765
SAI,Ferrari,25.0,0 days 00:01:23.687000,HARD,2.0,1,True,83.687,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,4,Mid,1:23.687,60.18867924528302,858.188679245283,2,0.6125326370757169,2.4,57.386474017943016
SAI,Ferrari,26.0,0 days 00:01:23.503000,HARD,2.0,1,True,83.503,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,5,Mid,1:23.503,58.113207547169814,856.1132075471698,2,0.7086161879895535,3.0,58.56297532342604
SAI,Ferrari,27.0,0 days 00:01:23.503000,HARD,2.0,1,True,83.503,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,6,Mid,1:23.503,56.0377358490566,854.0377358490566,2,0.7086161879895535,3.5999999999999996,59.16297532342604
SAI,Ferrari,28.0,0 days 00:01:23.751000,HARD,2.0,1,True,83.751,2024,Monza,R,33.1015037593985,49.31127819548872,0.0,7,Mid,1:23.751,53.9622641509434,851.9622641509434,2,0.5791122715404653,4.2,58.985951824731515
